t_h,mode,objective_id,active_redox_pressure,ethanol_cap_target,ethanol_cap_baseline,ethanol_cap_applied,ethanol_cap_relaxed,ethanol_cap_omitted,ethanol_cap_mode,status_baseline,status_pairwise,status_redox,obj_baseline,obj_redox,mu_baseline,mu_redox,v_eth_baseline,v_eth_redox,v_ADH_eth_baseline,v_ADH_eth_redox,v_PDC_baseline,v_PDC_redox,v_r0179_redox,v_r0181_redox,v_r1865_baseline,v_r1865_redox,v_r1862_baseline,v_r1862_pairwise,v_r1862_redox,v_r0160_redox,v_r1863_redox,N_gN_L,X_gDW_L,E_g_L,glucose_g_L,fructose_g_L,flag_yan_low,flag_mu_low,flag_sugar_high,flag_turnover,flag_yan_value,flag_mu_value,flag_sugar_val
11.0,BIOMASS,r_2111,True,r_2115,6.716165570343587,5.0,False,False,min_of_both,optimal,optimal,optimal,0.07354199728095455,0.06792138287005936,0.07354199728095455,0.06792138287005936,6.700386644133345,5.102944940314021,6.716165570343587,5.0,6.686239950568634,5.796516240487455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05605330069600397,1.3857413578829065,3.2640454144691766,105.27712650006146,107.58606708251936,False,False,True,False,0.05605330069600397,0.07354199728095455,212.86319358258083
12.0,BIOMASS,r_2111,True,r_2115,5.973732770506863,5.0,False,False,min_of_both,optimal,optimal,optimal,0.06448311770983413,0.0644831177098374,0.06448311770983413,0.0644831177098374,5.9598974873520865,5.0510674756509415,5.973732770506863,5.0,5.947643733842506,5.768395650228998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.046879272112716884,1.4875496348692654,3.6647258728173675,104.71631057442427,107.2551650203776,False,False,True,False,0.046879272112716884,0.06448311770983413,211.97147559480186
13.0,BIOMASS,r_2111,True,r_2115,5.078513048048246,4.316736090841009,False,False,min_of_both,optimal,optimal,optimal,0.05334536275938318,0.053345362759385284,0.05334536275938318,0.053345362759385284,5.067067444532432,4.305291554232422,5.078513048048246,4.316736090841009,5.056277392393649,5.104311481319054,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03826841846968072,1.5833755512355576,4.047518731909896,104.20949882435181,106.9119435521804,False,False,True,False,0.03826841846968072,0.05334536275938318,211.12144237653223
14.0,BIOMASS,r_2111,True,r_2115,3.993786355744248,3.3947184023826105,False,False,min_of_both,optimal,optimal,optimal,0.039483637706231665,0.03948363770623334,0.039483637706231665,0.03948363770623334,3.9853148778280514,3.39471840238261,3.993786355744248,3.3947184023826105,3.9756064480025106,4.002872011582654,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.030731518889557177,1.6677568286573936,4.393609603239893,103.7913980015007,106.56440259814347,False,False,True,False,0.030731518889557177,0.039483637706231665,210.35580059964417
15.0,BIOMASS,r_2111,True,r_2115,3.2112523830788784,2.7295645256170467,False,False,min_of_both,optimal,optimal,optimal,0.02461840996037358,0.02461840996037442,0.02461840996037358,0.02461840996037442,3.205970338960683,2.7242829738670378,3.2112523830788784,2.7295645256170467,3.188083766345373,2.8031014889206953,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024936602922520836,1.7335400859557923,4.67822324867665,103.50726878864836,106.22346986091131,False,True,True,False,0.024936602922520836,0.02461840996037358,209.73073864955967
16.0,BIOMASS,r_2111,True,r_2115,2.150127112091685,1.8276080452779324,False,False,min_of_both,optimal,optimal,optimal,0.01456708110887254,0.014567081108871423,0.01456708110887254,0.014567081108871423,2.147001647643971,1.8244828721718331,2.150127112091685,1.8276080452779324,2.1668046581916443,1.9457239169730995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021307226856496157,1.7761744094740772,4.885479215053546,103.38414943538658,105.89806413156015,False,True,True,False,0.021307226856496157,0.01456708110887254,209.28221356694672
17.0,BIOMASS,r_2111,True,r_2115,2.1189343996803873,1.8010942397283292,False,False,min_of_both,optimal,optimal,optimal,0.01131793585467262,0.011317935854673635,0.01131793585467262,0.011317935854673635,2.1165062873849165,1.728971233422521,2.1189343996803873,1.7380163313223245,2.1163607788666523,1.7547605294299706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019245739224101017,1.8020222124837038,5.036693265671331,103.37488932746572,105.58457971218871,False,True,True,False,0.019245739224101017,0.01131793585467262,208.95946903965444
18.0,BIOMASS,r_2111,True,r_2115,1.993336895816155,1.6943363614437317,False,False,min_of_both,optimal,optimal,optimal,0.010304096874217938,0.010304096874218262,0.010304096874217938,0.010304096874218262,1.9911262891617902,1.637934421643519,1.993336895816155,1.6401451313388502,1.9909938150174358,1.6489655631100397,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017683915243480473,1.8223969891214815,5.169791408505827,103.36895724568019,105.30822506259636,False,True,True,False,0.017683915243480473,0.010304096874217938,208.67718230827654
19.0,BIOMASS,r_2111,True,r_2115,1.9202984465844035,1.632253679596743,False,False,min_of_both,optimal,optimal,optimal,0.009521382040775858,0.00952138204077606,0.009521382040775858,0.00952138204077606,1.9182557609657584,1.4970145446595702,1.9202984465844035,1.5134904383976497,1.9244484178958325,1.516047228646593,0.0,0.0,0.0,0.002594431931696973,0.0,6.863830711545818e-05,0.00020755455453575785,0.00020755455453575782,0.002594431931696973,0.016268785349202213,1.8411563696302509,5.297573367148624,103.36349548374767,105.04365637074517,False,True,True,False,0.016268785349202213,0.009521382040775858,208.40715185449284
20.0,BIOMASS,r_2111,True,r_2115,1.9021969151709517,1.6168673778953089,False,False,min_of_both,optimal,optimal,optimal,0.008816741558757045,0.008816741558756985,0.008816741558757045,0.008816741558756985,1.9003054007764808,1.4843065210702615,1.9021969151709517,1.5016720503439625,1.9202806866274422,1.5042963238901068,0.0,0.0,0.0,0.0,0.0,0.00014715818251770572,0.0,0.0,0.0,0.014967280134296344,1.8586691924691177,5.421255534083492,103.3583966549741,104.7882531221138,False,True,True,False,0.014967280134296344,0.008816741558757045,208.1466497770879
21.0,BIOMASS,r_2111,True,r_2115,1.8857655416508572,1.6029007104032287,False,False,min_of_both,optimal,optimal,optimal,0.00817920034020759,0.008179200340207719,0.00817920034020759,0.008179200340207719,1.8840108032278629,1.4183695438647201,1.8857655416508572,1.4343970390389753,1.9162401776056268,1.4363966860970456,0.0,0.0,0.0,0.0,0.0,0.0001365205924310598,0.0,0.0,0.0,0.013769897723552638,1.875040214069832,5.541190666078234,103.35363025970142,104.54121556638346,False,True,True,False,0.013769897723552638,0.00817920034020759,207.89484582608486
22.0,BIOMASS,r_2111,True,r_2115,1.8706652709608194,1.5900654803166965,False,False,min_of_both,optimal,optimal,optimal,0.0076015885719538726,0.007601588571954297,0.0076015885719538726,0.007601588571954297,1.8690344514444623,1.3964742593230473,1.8706652709608194,1.3981052308711717,1.9123270179081868,1.3995411083146978,0.0,0.0,0.0,0.0,0.0,0.00012687956427206778,0.0,0.0,0.0,0.012668305905668427,1.8903612101920917,5.657688271406883,103.3491695775723,104.3018709343379,False,True,True,False,0.012668305905668427,0.0076015885719538726,207.6510405119102
23.0,BIOMASS,r_2111,True,r_2115,1.8567593009898828,1.5782454058414004,False,False,min_of_both,optimal,optimal,optimal,0.007077642354383815,0.0070776423543841525,0.007077642354383815,0.0070776423543841525,1.8552408871515031,1.3482069165753348,1.8567593009898828,1.3482069165753345,1.9085306482660673,1.349543824895722,0.0,0.0,0.0,0.0,0.0,0.00011813427805225259,0.0,0.0,0.0,0.011654841433214953,1.9047165886161816,5.77103302872647,103.34499003340414,104.06958483129647,False,True,True,False,0.011654841433214953,0.007077642354383815,207.41457486470063
24.0,BIOMASS,r_2111,True,r_2115,1.8439270771149197,1.5673380155476817,False,False,min_of_both,optimal,optimal,optimal,0.0066018563078483845,0.006601856307849051,0.0066018563078483845,0.006601856307849051,1.8425107368316866,1.313665490396949,1.8439270771149197,1.3136654903969491,1.9048414114849799,1.3149125266536619,0.0,0.0,0.0,0.0,0.0,0.00010368875528370751,0.0,0.0,0.0,0.010722454118557758,1.9181840105140693,5.881486871889382,103.34106901627798,103.84377354137168,False,True,True,False,0.010722454118557758,0.0066018563078483845,207.18484255764966
25.0,BIOMASS,r_2111,True,r_2115,1.8320620078598917,1.5572527066809079,False,False,min_of_both,optimal,optimal,optimal,0.006169374960336705,0.0061693749603369775,0.006169374960336705,0.0061693749603369775,1.830738450685782,1.258693449583275,1.8320620078598917,1.2600170684511327,1.9012504731095996,1.2686132848555935,0.0,0.0,0.0,0.0,0.0,8.830249110128408e-05,0.0,0.0,0.0,0.009864657789073136,1.9308349221482872,5.989290796517108,103.33738572473521,103.62390001146181,False,True,True,False,0.009864657789073136,0.006169374960336705,206.96128573619703
26.0,BIOMASS,r_2111,True,r_2115,1.82106955811975,1.5479091244017875,False,False,min_of_both,optimal,optimal,optimal,0.005775902326368102,0.0057759023263683025,0.005775902326368102,0.0057759023263683025,1.8198304152551694,1.217358704639205,1.82106955811975,1.2185979052628073,1.8977497494215525,1.2243213671364417,0.0,0.0,0.0,0.0,0.0,7.430402867135321e-05,0.0,0.0,0.0,0.009075485165947285,1.942735054724912,6.094666525357165,103.33392102124628,103.40947015657994,False,True,True,False,0.009075485165947285,0.005775902326368102,206.74339117782623
27.0,BIOMASS,r_2111,True,r_2115,1.8108656484100174,1.5392358011485148,False,False,min_of_both,optimal,optimal,optimal,0.005417626232851084,0.005417630498242284,0.005417626232851084,0.005417630498242284,1.8097033689063018,1.181020433216762,1.8108656484100174,1.1821828219881676,1.8943318413208372,1.1844546694122797,0.0,0.0,0.0,0.0,0.0,6.155774341118388e-05,0.0,0.0,0.0,0.008349446352671501,1.9539448815990927,6.197818060928795,103.33065729909602,103.20002937602938,False,True,True,False,0.008349446352671501,0.005417626232851084,206.5306866751254
28.0,BIOMASS,r_2111,True,r_2115,1.8013753044424832,1.5311690087761107,False,False,min_of_both,optimal,optimal,optimal,0.005091154634919498,0.00509115864327301,0.005091154634919498,0.00509115864327301,1.8002830650689856,1.1468767534123074,1.8013753044424832,1.1486345102944293,1.890989974779915,1.1496217985753006,0.0,0.0,0.0,0.0,0.0,4.9942957518736064e-05,0.0,0.0,0.0,0.007681490644457781,1.9645200389041422,6.298933100882075,103.32757835991825,102.99515940711322,False,True,True,False,0.007681490644457781,0.005091154634919498,206.32273776703147
29.0,BIOMASS,r_2111,True,r_2115,1.7925315116118599,1.5236517848700808,False,False,min_of_both,optimal,optimal,optimal,0.004793461746109253,0.004793461746109504,0.004793461746109253,0.004793461746109504,1.7915031382800926,1.1132762290518858,1.7925315116118599,1.1160229742725314,1.8877179466868164,1.1174466902139435,0.0,0.0,0.0,0.0,0.0,3.9352023461565066e-05,0.0,0.0,0.0,0.007066971392901158,1.9745117125303,6.398184341306807,103.32466930102753,102.79447542776741,False,True,True,False,0.007066971392901158,0.004793461746109253,206.11914472879494
30.0,BIOMASS,r_2111,True,r_2115,1.7842742383571615,1.5166331026035873,False,False,min_of_both,optimal,optimal,optimal,0.004521842248251677,0.004521845808375774,0.004521842248251677,0.004521845808375774,1.783304137368594,1.0825774601896938,1.7842742383571615,1.086226198879986,1.8845100753385318,1.0880475497891111,0.0,0.0,0.0,0.0,0.0,2.9688694915316884e-05,0.0,0.0,0.0,0.006501613681469066,1.9839669941451976,6.495730681212161,103.32191641176439,102.59762334315909,False,True,True,False,0.006501613681469066,0.004521842248251677,205.91953975492348
31.0,BIOMASS,r_2111,True,r_2115,1.776549600238154,1.510067160202431,False,False,min_of_both,optimal,optimal,optimal,0.004273872189376279,0.004273875554269641,0.004273872189376279,0.004273875554269641,1.7756326979208454,1.0528421507826944,1.776549600238154,1.0573147585425107,1.881361155881566,1.0596751150632029,0.0,0.0,0.0,0.0,0.0,2.08667356397634e-05,0.0,0.0,0.0,0.005981484586951541,1.9929292087326869,6.5917183199539,103.31930707813302,102.40427738344974,False,True,True,False,0.005981484586951541,0.004273872189376279,205.72358446158276
32.0,BIOMASS,r_2111,True,r_2115,1.7693083355591492,1.5039120852252768,False,False,min_of_both,optimal,optimal,optimal,0.0040473754464665605,0.004047375446467038,0.0040473754464665605,0.004047375446467038,1.7684400250993497,1.0306789118095723,1.7693083355591492,1.036193577156219,1.8782654671544583,1.0384352762037885,0.0,0.0,0.0,0.0,0.0,1.2808726333925e-05,0.0,0.0,0.0,0.005502965819995417,2.0014382159285655,6.686325817092852,103.31682969506782,102.21430634244028,False,True,True,False,0.005502965819995417,0.0040473754464665605,205.5311360375081
33.0,BIOMASS,r_2111,True,r_2115,1.7621423068765103,1.4978209608450337,False,False,min_of_both,optimal,optimal,optimal,0.0038403948414976277,0.00384039786510667,0.0038403948414976277,0.00384039786510667,1.7613184013469299,1.0173980608657394,1.7621423068765103,1.0251944934975983,1.8748868406457637,1.0260640770442844,0.0,0.0,0.0,0.0,0.0,5.445037039524173e-06,0.0,0.0,0.0,0.005062728554395784,2.009530687249443,6.779686928386764,103.3144735857187,102.02743613443813,False,True,True,False,0.005062728554395784,0.0038403948414976277,205.34190972015682
34.0,BIOMASS,r_2111,True,r_2115,1.7549557309504984,1.4917123713079237,False,False,min_of_both,optimal,optimal,optimal,0.003651167166967238,0.003651167166967399,0.003651167166967238,0.003651167166967399,1.7541724216965169,0.9995884219089282,1.7549557309504984,1.0072497997782108,1.8711699632146332,1.008069728790375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0046577102700441205,2.0172403611433025,6.871911312893462,103.31222892719354,101.8433996590477,True,True,True,False,0.0046577102700441205,0.003651167166967238,205.15562858624125
35.0,BIOMASS,r_2111,True,r_2115,1.7482009266913063,1.4859707876876103,False,False,min_of_both,optimal,optimal,optimal,0.003478101510922057,0.0034781015109219926,0.003478101510922057,0.0034781015109219926,1.7474547463672607,0.984171146486756,1.7482009266913063,0.9927701329564916,1.8675552493817755,0.9935450001788498,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004285093448440591,2.0245982776360156,6.963098317932405,103.31008668224128,101.66193599390549,True,True,True,False,0.004285093448440591,0.003478101510922057,204.97202267614676
36.0,BIOMASS,r_2111,True,r_2115,1.7418398740809053,1.4805638929687694,False,False,min_of_both,optimal,optimal,optimal,0.0033197603787472815,0.003319760378747471,0.0033197603787472815,0.003319760378747471,1.7411276637364435,0.9705874598516938,1.7418398740809053,0.9800442799795956,1.864034065349832,0.9807779192947034,0.0,0.0,0.0,0.0,0.0,3.396112451020639e-06,0.0,0.0,0.0,0.0039422859725653445,2.0316329942061433,7.0533337059030785,103.30803853640028,101.48274979263336,True,True,True,False,0.0039422859725653445,0.0033197603787472815,204.79078832903363
37.0,BIOMASS,r_2111,True,r_2115,1.7358380813657055,1.4754623691608497,False,False,min_of_both,optimal,optimal,optimal,0.003174843195481891,0.0031748456950902604,0.003174843195481891,0.0031748456950902604,1.7351569610714992,0.9583397402708332,1.7358380813657055,0.9685815790328761,1.8605984895737413,0.9691811116869197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0036269030947601168,2.0383707843897456,7.142703586359236,103.30607684017491,101.30563960107024,True,True,True,False,0.0036269030947601168,0.003174843195481891,204.61171644124516
38.0,BIOMASS,r_2111,True,r_2115,1.7301642758021458,1.470639634431824,False,False,min_of_both,optimal,optimal,optimal,0.00304217184244938,0.0030421718424495435,0.00304217184244938,0.0030421718424495435,1.7295116183785275,0.9463898465442462,1.7301642758021458,0.9573505386369824,1.8572413125657152,0.9579247131611128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003336750847179307,2.04483582049682,7.23128719237913,103.30419455583798,101.13042005776407,True,True,True,False,0.003336750847179307,0.00304217184244938,204.43461461360204
39.0,BIOMASS,r_2111,True,r_2115,1.7247900733899777,1.466071562381481,False,False,min_of_both,optimal,optimal,optimal,0.0029206779390353707,0.0029206779390354124,0.0029206779390353707,0.0029206779390354124,1.7241634808641015,0.9346893192245969,1.7247900733899777,0.9463080742919227,1.85395596774023,0.9469380657937634,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003069810779404962,2.051050341710412,7.319157435785834,103.30238520848894,100.95692059657952,True,True,True,False,0.003069810779404962,0.0029206779390353707,204.25930580506846
40.0,BIOMASS,r_2111,True,r_2115,1.7196896872304188,1.461736234145856,False,False,min_of_both,optimal,optimal,optimal,0.0028093916270433773,0.0028093938389256723,0.0028093916270433773,0.0028093938389256723,1.719086969699589,0.9256643518895938,1.7196896872304188,0.9376810779819521,1.850736469963058,0.9382115712129119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002824225917052565,2.0570348087378116,7.406381411202678,103.30064284102743,100.78498426628961,True,True,True,False,0.002824225917052565,0.0028093916270433773,204.08562710731704
41.0,BIOMASS,r_2111,True,r_2115,1.7148396691084016,1.4576137187421414,False,False,min_of_both,optimal,optimal,optimal,0.00270743165337143,0.002707431653371673,0.00270743165337143,0.002707431653371673,1.7142588257310303,0.9170247325465186,1.7148396691084016,0.9293884568845571,1.8475773605796413,0.9298996426146137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0025982878436883595,2.0628080460896485,7.493020861454014,103.29896197272897,100.6144666413352,True,True,True,False,0.0025982878436883595,0.00270743165337143,203.91342861406417
42.0,BIOMASS,r_2111,True,r_2115,1.7102186799853756,1.4536858779875692,False,False,min_of_both,optimal,optimal,optimal,0.0026139965783137215,0.002613996578313983,0.0026139965783137215,0.002613996578313983,1.7096578818580828,0.9089848966101793,1.7102186799853756,0.9216665579783101,1.8444736581859091,0.9221599194053305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0023904248161932913,2.068387372976663,7.579132605733924,103.29733756113465,100.44523481972378,True,True,True,False,0.0023904248161932913,0.0026139965783137215,203.74257238085843
43.0,BIOMASS,r_2111,True,r_2115,1.7058072522145384,1.4499361643823576,False,False,min_of_both,optimal,optimal,optimal,0.0025283569629511666,0.0025283569629514072,0.0025283569629511666,0.0025283569629514072,1.7052648269253414,0.9018294000038698,1.7058072522145384,0.9148022126293271,1.8414207748625822,0.915279638127921,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0021991908308978277,2.073788723734736,7.664770748174276,103.29576496698951,100.27717226673487,True,True,True,False,0.0021991908308978277,0.0025283569629511666,203.57293723372436
44.0,BIOMASS,r_2111,True,r_2115,1.7015876964931194,1.4463495420191514,False,False,min_of_both,optimal,optimal,optimal,0.002449848410831932,0.0024498503396397555,0.002449848410831932,0.0024498503396397555,1.7010621141674407,0.8949616517339066,1.7015876964931194,0.9082015166889331,1.8384145819989655,0.9086641179106045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002023255564426002,2.0790267586159215,7.749980296208585,103.29423992198592,100.11013555578722,True,True,True,False,0.002023255564426002,0.002449848410831932,203.40437547777316
45.0,BIOMASS,r_2111,True,r_2115,1.6975439150557774,1.4429123277974107,False,False,min_of_both,optimal,optimal,optimal,0.002377865357278039,0.0023778672294121027,0.002377865357278039,0.0023778672294121027,1.6970337757348692,0.8887064006230676,1.6975439150557774,0.9021911427391542,1.8354513463309834,0.9026401515081803,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0018613951192719212,2.0841149657161933,7.83480136080199,103.29275849908754,99.94399493844296,True,True,True,False,0.0018613951192719212,0.002377865357278039,203.2367534375305
46.0,BIOMASS,r_2111,True,r_2115,1.6936611647970674,1.4396119900775073,False,False,min_of_both,optimal,optimal,optimal,0.002311855514854228,0.002311857335018022,0.002311855514854228,0.002311857335018022,1.6931651870080917,0.8829266036956318,1.6936611647970674,0.8966359028708659,1.8325275901754494,0.8970724470997951,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0017124835097301677,2.0890657547489773,7.919275132690736,103.29131708522728,99.77865911614032,True,True,True,False,0.0017124835097301677,0.002311855514854228,203.06997620136758
47.0,BIOMASS,r_2111,True,r_2115,1.6899259857697546,1.4364370879042914,False,False,min_of_both,optimal,optimal,optimal,0.0022513148962973067,0.0022513166687962755,0.0022513148962973067,0.0022513166687962755,1.6894429961636224,0.8778195423025844,1.6899259857697546,0.8917347929354053,1.8296401326602487,0.8921599053696233,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0015754848289517543,2.093890543316802,8.003439523259035,103.28991235618946,99.61404406335312,True,True,True,False,0.0015754848289517543,0.0022513148962973067,202.90395641954257
48.0,BIOMASS,r_2111,True,r_2115,1.6863260834189253,1.4333771709060865,False,False,min_of_both,optimal,optimal,optimal,0.002195783346976959,0.002195785075754897,0.002195783346976959,0.002195785075754897,1.6858550073665914,0.873042285032371,1.6863260834189253,0.8871464469085393,1.8267860633590476,0.8875610734031205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001449446042635614,2.098599836281216,8.087329426912246,103.28854125350139,99.45007244569939,True,True,True,False,0.001449446042635614,0.002195783346976959,202.73861369920078
49.0,BIOMASS,r_2111,True,r_2115,1.682773723257936,1.4303576647692455,False,False,min_of_both,optimal,optimal,optimal,0.0021448405280778374,0.0021448422167478264,0.0021448405280778374,0.0021448422167478264,1.6823135763084462,0.8686597861659004,1.682773723257936,0.882937249010177,1.823866158829442,0.8833422560482421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0013334903592247646,2.1032032987831184,8.170976962460246,103.28720096317363,99.28667308460122,True,True,True,False,0.0013334903592247646,0.0021448405280778374,202.57387404777484
