t_h,mode,q_ferm,q_ferm_source,q_ferm_flux,q_ferm_macro,S_total_g_L,glucose_g_L,fructose_g_L,N_gN_L,f_sugar,f_N,v_ehrlich_floor_requested,v_ehrlich_floor_applied,floor_target_mode,floor_target_id,floor_relaxed,floor_omitted,branch_coupling_active,transport_cap_active,branch_beta,transport_gamma,atpm_free_biomass_active,atpm_free_biomass_status,atpm_old_lb,atpm_old_ub,atpm_new_lb,atpm_new_ub,cap_active,cap_applied,cap_relaxed,cap_omitted,status_baseline,status_pairwise,status_v3,objective_id,obj_baseline,obj_v3,mu_baseline,mu_v3,v_glucose_baseline,v_fructose_baseline,v_eth_baseline,v_eth_v3,v_ATPM_baseline,v_ATPM_v3,v_ADH_v3,v_ehrlich_decarb_v3,v_aldehyde_transport_sum_v3,v_r0179_v3,v_r0181_v3,v_aldh_sum_v3,v_r1865_v3,v_r1862_v3,v_r1862_pairwise,v_r1865_pairwise,v_r1862_baseline,v_r1865_baseline
10.0,BIOMASS,3.545295334105685,macro_sugar_derivative_smooth,3.331089805902163,3.545295334105685,213.76938279644304,105.869789593387,107.89959320305604,0.065462879165714,0.9144455969350991,1.0117009865541855,0.016399570345405012,0.016399570345405012,kic_to_3mbal,r_0072,False,False,True,True,0.2,0.2,True,optimal,0.7,0.7,0.7,1000.0,False,,False,False,optimal,optimal,optimal,r_2111,0.07375586995383895,0.07259310418884377,0.07375586995383895,0.07259310418884377,-1.8273924543057178,-1.5036973515964451,6.107423442127243,6.075628504952729,0.7,0.7,6.091202387956721,0.016399570345405016,0.0,0.016399570345405016,0.0,0.016399570345405016,0.015184787356856492,0.0012147829885485193,0.00014926719458072766,0.0018658399322590725,0.0,0.0019935736896683457
11.0,BIOMASS,3.2848510409430918,macro_sugar_derivative_smooth,3.330202395493286,3.2848510409430918,212.86319358258083,105.27712650006146,107.58606708251936,0.0560533006960039,0.9141126612054844,1.0131486732442705,0.01521102881227514,0.01521102881227514,kic_to_3mbal,r_0072,False,False,True,True,0.2,0.2,True,optimal,0.7,0.7,0.7,1000.0,False,,False,False,optimal,optimal,optimal,r_2111,0.07341742674227755,0.07207547201786416,0.07341742674227755,0.07207547201786416,-1.8265050438968407,-1.5036973515964451,6.099088630431988,6.062585145565067,0.7,0.7,6.078047977485626,0.015211028812275143,0.0,0.015211028812275143,0.0,0.015211028812275143,0.0140842859372918,0.001126742874983344,0.0,0.0,0.0,0.0
12.0,BIOMASS,2.970406719185627,macro_sugar_derivative_smooth,3.329354227225737,2.970406719185627,211.9714755948019,104.71631057442428,107.2551650203776,0.0468792721127168,0.9137825030050886,1.0149523158433098,0.013774454213624549,0.013774454213624549,kic_to_3mbal,r_0072,False,False,True,True,0.2,0.2,True,optimal,0.7,0.7,0.7,1000.0,False,,False,False,optimal,optimal,optimal,r_2111,0.07289698333962234,0.07168973326418808,0.07289698333962234,0.07168973326418808,-1.8256568756292917,-1.5036973515964451,6.076401271105923,6.00435067860726,0.7,0.7,6.01973075541923,0.01377445421362455,0.0,0.01377445421362455,0.0,0.01377445421362455,0.012754124271874584,0.001020329941749967,0.0,0.0,0.0,0.0
13.0,BIOMASS,2.6293182458403357,macro_sugar_derivative_smooth,3.3285805687745205,2.6293182458403357,211.1214423765322,104.2094988243518,106.9119435521804,0.0382684184696807,0.913465406782046,1.0171619554170728,0.012215053477691631,0.012215053477691631,kic_to_3mbal,r_0072,False,False,True,True,0.2,0.2,True,optimal,0.7,0.7,0.7,1000.0,False,,False,False,optimal,optimal,optimal,r_2111,0.07247135414684158,0.07140522339709941,0.07247135414684158,0.07140522339709941,-1.8248832171780751,-1.5036973515964451,6.0581979137211235,5.994477731624391,0.7,0.7,6.009796770636243,0.012215053477691631,0.0,0.012215053477691631,0.0,0.012215053477691631,0.011310234701566326,0.0009048187761253062,0.0,0.0,0.0,0.0
14.0,BIOMASS,2.2827455422898453,macro_sugar_derivative_smooth,3.327937141658955,2.2827455422898453,210.35580059964417,103.7913980015007,106.56440259814347,0.0307315188895571,0.9131777886732717,1.0197116116743323,0.010628212081636957,0.010628212081636957,kic_to_3mbal,r_0072,False,False,True,True,0.2,0.2,True,optimal,0.7,0.7,0.7,1000.0,False,,False,False,optimal,optimal,optimal,r_2111,0.07212781925193308,0.0712037982947703,0.07212781925193308,0.0712037982947703,-1.82423979006251,-1.5036973515964451,6.0434883109223945,5.988186856944495,0.7,0.7,6.003462682885178,0.010628212081636957,0.0,0.010628212081636957,0.0,0.010628212081636957,0.009840937112626813,0.0007872749690101453,0.0,0.0,0.0,0.0
15.0,BIOMASS,1.9437180466065793,macro_sugar_derivative_smooth,3.3274971820807466,1.9437180466065793,209.73073864955967,103.50726878864836,106.22346986091132,0.0249366029225208,0.9129415588111228,1.0222535735895344,0.009069949857880934,0.009069949857880934,kic_to_3mbal,r_0072,False,False,True,True,0.2,0.2,True,optimal,0.7,0.7,0.7,1000.0,False,,False,False,optimal,optimal,optimal,r_2111,0.06579401814091634,0.06579401814091684,0.06579401814091634,0.06579401814091684,-1.8237998304843015,-1.5036973515964451,5.740167722465085,6.065226864457549,0.7,0.7,6.066821546235574,0.009069949857880934,0.0,0.009069949857880935,0.0,0.009069949857880935,0.008398101720260124,0.00067184813762081,0.0,0.0,0.0,0.0
16.0,BIOMASS,1.6286198666013458,macro_sugar_derivative_smooth,1.6742735083738518,1.6286198666013458,209.28221356694672,103.38414943538658,105.89806413156016,0.0213072268564961,0.9127712538671896,1.0242088388909298,0.007612726131270122,0.007612726131270122,kic_to_3mbal,r_0072,False,False,True,True,0.2,0.2,True,optimal,0.7,0.7,0.7,1000.0,False,,False,False,optimal,optimal,optimal,r_2111,0.022831610691301685,0.022831610691302816,0.022831610691301685,0.022831610691302816,-0.17057615677740678,-1.5036973515964451,2.7684993617976636,2.6320095142198032,0.7,0.7,2.636907732000572,0.007612726131270119,0.0,0.007612726131270118,0.0,0.007612726131270118,0.007048820491916774,0.0005639056393533419,0.0006698044971566938,0.008372556214458671,0.0,0.0
17.0,BIOMASS,1.3490575742936066,macro_sugar_derivative_smooth,1.6338224703109065,1.3490575742936066,208.95946903965444,103.37488932746572,105.58457971218871,0.019245739224101,0.9126482949847508,1.0254804730340228,0.006312935190214718,0.006312935190214718,kic_to_3mbal,r_0072,False,False,True,True,0.2,0.2,True,optimal,0.7,0.7,0.7,1000.0,False,,False,False,optimal,optimal,optimal,r_2111,0.011823053367254486,0.011823053367255114,0.011823053367254486,0.011823053367255114,-0.1301251187144615,-1.5036973515964451,2.4271203584284464,1.7900592328940699,0.7,0.7,1.8146599785337212,0.006727044735199903,0.0,0.006727044735199903,0.0,0.006727044735199903,0.006228745125185096,0.0004982996100148076,0.0010312930264410357,0.012891162830512944,0.0,0.0
18.0,BIOMASS,1.1127389144355446,macro_sugar_derivative_smooth,1.6435713454693266,1.1127389144355446,208.67718230827657,103.3689572456802,105.30822506259636,0.0176839152434804,0.9125404651302801,1.0265365207818475,0.0052118249077366665,0.0052118249077366665,kic_to_3mbal,r_0072,False,False,True,True,0.2,0.2,True,optimal,0.7,0.7,0.7,1000.0,False,,False,False,optimal,optimal,optimal,r_2111,0.010313468920016404,0.010313468920016724,0.010313468920016404,0.010313468920016724,-0.13987399387288135,-1.5036973515964451,2.3788560164986787,1.6357518470298855,0.7,0.7,1.6379644643317688,0.006270219318732053,0.0,0.006270219318732054,0.0,0.006270219318732054,0.0058057586284556055,0.0004644606902764484,0.00046446069027645105,0.0058057586284556385,0.0,0.0
19.0,BIOMASS,0.9310701105322285,macro_sugar_derivative_smooth,1.6530269761263428,0.9310701105322285,208.40715185449284,103.36349548374768,105.04365637074515,0.0162687853492022,0.9124370675891049,1.0275719186725396,0.004364832043039831,0.004364832043039831,kic_to_3mbal,r_0072,False,False,True,True,0.2,0.2,True,optimal,0.7,0.7,0.7,1000.0,False,,False,False,optimal,optimal,optimal,r_2111,0.009521435398429577,0.009521435398428296,0.009521435398429577,0.009521435398428296,-0.14932962452989754,-1.5036973515964451,2.373381760356247,1.5823917736385171,0.7,0.7,1.5844344707043352,0.00566566042451344,0.0011331320849026867,0.004532528339610753,0.0,0.004532528339610753,0.004196785499639586,0.00033574283997116693,0.0007954013368250946,0.009942516710313752,0.0,0.0
20.0,BIOMASS,0.8129651639309174,macro_sugar_derivative_smooth,1.6219662614546602,0.8129651639309174,208.1466497770879,103.3583966549741,104.7882531221138,0.0149672801342963,0.9123370866083673,1.0285981636592658,0.0038145473883124145,0.0038145473883124145,kic_to_3mbal,r_0072,False,False,True,True,0.2,0.2,True,optimal,0.7,0.7,0.7,1000.0,False,,False,False,optimal,optimal,optimal,r_2111,0.00881674155875849,0.008816741558757012,0.00881674155875849,0.008816741558757012,-0.118268909858215,-1.5036973515964451,2.298932601726016,1.5435420015608525,0.7,0.7,1.5435420015608523,0.00511578037080777,0.0,0.00511578037080777,0.0,0.00511578037080777,0.004736833676673859,0.00037894669413390873,0.00037894669413389144,0.004736833676673644,0.0,0.0
21.0,BIOMASS,0.7495638130094192,macro_sugar_derivative_smooth,1.6328965940442972,0.7495638130094192,207.89484582608486,103.35363025970142,104.54121556638346,0.0137698977235526,0.9122402267260457,1.0296121714133164,0.0035201527014928017,0.0035201527014928017,kic_to_3mbal,r_0072,False,False,True,True,0.2,0.2,True,optimal,0.7,0.7,0.7,1000.0,False,,False,False,optimal,optimal,optimal,r_2111,0.00817920034020616,0.008179200340207955,0.00817920034020616,0.008179200340207955,-0.12919924244785208,-1.5036973515964451,2.289676095551971,1.4716022351243276,0.7,0.7,1.4716022351243276,0.004618229970487271,0.0,0.00461822997048727,0.0,0.00461822997048727,0.0042761388615622856,0.00034209110892498285,0.00034209110892497797,0.004276138861562225,0.0,0.0
22.0,BIOMASS,0.7143765681808874,macro_sugar_derivative_smooth,1.6354990524079263,0.7143765681808874,207.6510405119102,103.3491695775723,104.3018709343379,0.0126683059056684,0.9121462394591883,1.0306107088285372,0.0033578116240687876,0.0033578116240687876,kic_to_3mbal,r_0072,False,False,True,True,0.2,0.2,True,optimal,0.7,0.7,0.7,1000.0,False,,False,False,optimal,optimal,optimal,r_2111,0.007601588571953176,0.007601594556815421,0.007601588571953176,0.007601594556815421,-0.13180170081148102,-1.5036973515964451,2.275360938804981,1.4102939353530246,0.7,0.7,1.4102939353530248,0.0041674477194755775,0.0,0.0041674477194755775,0.0,0.0041674477194755775,0.0038587478884033123,0.000308699831072265,0.0003086999820093499,0.0038587497751168725,0.0,0.0
23.0,BIOMASS,0.6873050756312225,macro_sugar_derivative_smooth,1.6378597179811525,0.6873050756312225,207.41457486470063,103.34499003340414,104.06958483129648,0.0116548414332149,0.9120548891296922,1.0315907442502845,0.003233314635290708,0.003233314635290708,kic_to_3mbal,r_0072,False,False,True,True,0.2,0.2,True,optimal,0.7,0.7,0.7,1000.0,False,,False,False,optimal,optimal,optimal,r_2111,0.007077642354383759,0.007077642354383723,0.007077642354383759,0.007077642354383723,-0.13416236638470747,-1.5036973515964451,2.2623757943814433,1.325593018507137,0.7,0.7,1.325593018507137,0.0037585512534477777,0.0,0.0037585512534477777,0.0,0.0037585512534477777,0.0034801400494886827,0.0002784112039590946,0.0002784112039590811,0.003480140049488513,0.0,0.0
24.0,BIOMASS,0.6630469229200656,macro_sugar_derivative_smooth,1.6400033955240254,0.6630469229200656,207.18484255764966,103.34106901627798,103.84377354137168,0.0107224541185577,0.911965957874479,1.0325494830634625,0.0031217906031456837,0.0031217906031456837,kic_to_3mbal,r_0072,False,False,True,True,0.2,0.2,True,optimal,0.7,0.7,0.7,1000.0,False,,False,False,optimal,optimal,optimal,r_2111,0.0066018563078485155,0.00660185630784935,0.0066018563078485155,0.00660185630784935,-0.1363060439275802,-1.5036973515964451,2.2505842205103233,1.2909394949546282,0.7,0.7,1.2909394949546285,0.0033872379468992708,0.0,0.003387237946899271,0.0,0.003387237946899271,0.0031363314323141394,0.00025090651458513114,0.0002509065145851371,0.0031363314323142135,0.0,0.0
25.0,BIOMASS,0.6410199693728161,macro_sugar_derivative_smooth,1.6319994139954557,0.6410199693728161,206.961285736197,103.3373857247352,103.6239000114618,0.0098646577890731,0.911879244360439,1.0334843950686714,0.0030205276633730963,0.0030205276633730963,kic_to_3mbal,r_0072,False,False,True,True,0.2,0.2,True,optimal,0.7,0.7,0.7,1000.0,False,,False,False,optimal,optimal,optimal,r_2111,0.006169374960337444,0.006169374960337079,0.006169374960337444,0.006169374960337079,-0.1283020623990105,-1.5036973515964451,2.254760927688129,1.3109412408933494,0.7,0.7,1.3109412408933496,0.00304972052633906,0.0,0.0030497205263390606,0.0,0.0030497205263390606,0.0028238153021657966,0.0002259052241732637,0.00022590522417325682,0.002823815302165713,0.0,0.0
26.0,BIOMASS,0.6209938620939056,macro_sugar_derivative_smooth,1.6282803677133273,0.6209938620939056,206.74339117782623,103.33392102124628,103.40947015657994,0.0090754851659472,0.9117945625841206,1.0343932352045904,0.002928464620723196,0.002928464620723196,kic_to_3mbal,r_0072,False,False,True,True,0.2,0.2,True,optimal,0.7,0.7,0.7,1000.0,False,,False,False,optimal,optimal,optimal,r_2111,0.005775902326369367,0.005775902326369015,0.005775902326369367,0.005775902326369015,-0.12458301611688212,-1.5036973515964451,2.2373117334317363,1.223634086696477,0.7,0.7,1.223634086696477,0.0029284646207231963,0.0,0.0029284646207231963,0.0,0.0029284646207231963,0.0027115413154844407,0.00021692330523875525,0.00020315898633533147,0.0025394873291916427,0.0,0.0
27.0,BIOMASS,0.6027466550193411,macro_sugar_derivative_smooth,1.6369256317729544,0.6027466550193411,206.5306866751254,103.33065729909602,103.20002937602938,0.0083494463526715,0.9117117407202203,1.0352740574739925,0.0028445769863311232,0.0028445769863311232,kic_to_3mbal,r_0072,False,False,True,True,0.2,0.2,True,optimal,0.7,0.7,0.7,1000.0,False,,False,False,optimal,optimal,optimal,r_2111,0.005417626232851672,0.005417626232851747,0.005417626232851672,0.005417626232851747,-0.13322828017650926,-1.5036973515964451,2.2368398114157997,1.159779643860396,0.7,0.7,1.159779643860396,0.0028445769863311237,0.0,0.0028445769863311237,0.0,0.0028445769863311237,0.002633867579936226,0.00021070940639489804,0.00018244742336695938,0.0022805927920869925,0.0,0.0
28.0,BIOMASS,0.5860760681680013,macro_sugar_derivative_smooth,1.6376945787560457,0.5860760681680013,206.32273776703147,103.32757835991823,102.99515940711322,0.0076814906444577,0.9116306200723531,1.0361252221870578,0.0027679302488776837,0.0027679302488776837,kic_to_3mbal,r_0072,False,False,True,True,0.2,0.2,True,optimal,0.7,0.7,0.7,1000.0,False,,False,False,optimal,optimal,optimal,r_2111,0.005091154634919507,0.005091158643272891,0.005091154634919507,0.005091158643272891,-0.13399722715960058,-1.5036973515964451,2.229316280476362,1.135349350232527,0.7,0.7,1.1353493502325267,0.002767930248877683,0.0,0.002767930248877683,0.0,0.002767930248877683,0.002562898378590446,0.00020503187028723566,0.00016357444473312277,0.0020446805591640346,0.0,0.0
29.0,BIOMASS,0.5708274503477918,macro_sugar_derivative_smooth,1.6418103510541153,0.5708274503477918,206.11914472879494,103.32466930102753,102.7944754277674,0.0070669713929011,0.9115510540958935,1.0369453968633622,0.0026978123571762573,0.0026978123571762573,kic_to_3mbal,r_0072,False,False,True,True,0.2,0.2,True,optimal,0.7,0.7,0.7,1000.0,False,,False,False,optimal,optimal,optimal,r_2111,0.0047934655200837445,0.004793461746109445,0.0047934655200837445,0.004793461746109445,-0.1381129994576701,-1.5036973515964451,2.2233464685627693,1.1557041402194763,0.7,0.7,1.153968296742374,0.0026978123571762577,0.0,0.0026978123571762577,0.0,0.0026978123571762577,0.002497974404792832,0.00019983795238342654,0.00014636503773181347,0.0018295629716476682,0.0,0.0
30.0,BIOMASS,0.5568674880763504,macro_sugar_derivative_smooth,1.638489129839065,0.5568674880763504,205.9195397549235,103.3219164117644,102.59762334315909,0.006501613681469,0.91147290747097,1.0377335513233008,0.0026336101652881623,0.0026336101652881623,kic_to_3mbal,r_0072,False,False,True,True,0.2,0.2,True,optimal,0.7,0.7,0.7,1000.0,False,,False,False,optimal,optimal,optimal,r_2111,0.004521842248251506,0.004521847588439754,0.004521842248251506,0.004521847588439754,-0.13479177824261976,-1.5036973515964451,2.2310876436099636,1.1102453725519799,0.7,0.7,1.0988816275868856,0.0026336101652881614,0.0,0.0026336101652881614,0.0,0.0026336101652881614,0.0024385279308223717,0.00019508223446578973,0.00013066300652505325,0.0016332875815631652,0.0,0.0
31.0,BIOMASS,0.544087816740595,macro_sugar_derivative_smooth,1.638911765764246,0.544087816740595,205.72358446158276,103.31930707813302,102.40427738344974,0.0059814845869515,0.91139605527838,1.0384889476447479,0.0025748268481368118,0.0025748268481368118,kic_to_3mbal,r_0072,False,False,True,True,0.2,0.2,True,optimal,0.7,0.7,0.7,1000.0,False,,False,False,optimal,optimal,optimal,r_2111,0.00427387218937725,0.004273876361844741,0.00427387218937725,0.004273876361844741,-0.13521441416780094,-1.5036973515964451,2.2253063276743066,1.1398724429434581,0.7,0.7,1.1305603218015599,0.0025748268481368135,0.0,0.002574826848136814,0.0,0.002574826848136814,0.0023840989334600123,0.00019072791467680098,0.00011632820882701756,0.0014541026103377169,0.0,0.0
32.0,BIOMASS,0.5323892879962494,macro_sugar_derivative_smooth,1.6418952000669844,0.5323892879962494,205.5311360375081,103.31682969506782,102.21430634244028,0.0055029658199954,0.9113204484693688,1.0392111257591836,0.0025210079532716973,0.0025210079532716973,kic_to_3mbal,r_0072,False,False,True,True,0.2,0.2,True,optimal,0.7,0.7,0.7,1000.0,False,,False,False,optimal,optimal,optimal,r_2111,0.0040473754464671495,0.004047375446466986,0.0040473754464671495,0.004047375446466986,-0.13819784847053931,-1.5036973515964451,2.2102273593434556,1.0580386994246782,0.7,0.7,1.0522195054863488,0.0025210079532716973,0.0,0.0025210079532716973,0.0,0.0025210079532716973,0.0023342666233997188,0.00018674132987197748,0.00010323459071927942,0.0012904323839909926,0.0,0.0
33.0,BIOMASS,0.5216724137124406,macro_sugar_derivative_smooth,1.640641466822919,0.5216724137124406,205.34190972015682,103.3144735857187,102.02743613443812,0.0050627285543957,0.9112459816070734,1.039899885514445,0.0024716958736343366,0.0024716958736343366,kic_to_3mbal,r_0072,False,False,True,True,0.2,0.2,True,optimal,0.7,0.7,0.7,1000.0,False,,False,False,optimal,optimal,optimal,r_2111,0.0038403948414982756,0.0038403978651066245,0.0038403948414982756,0.0038403978651066245,-0.13694411522647387,-1.5036973515964451,2.2004938276844555,1.043064296084605,0.7,0.7,1.0438883174747937,0.0024716958736343366,0.0,0.0024716958736343366,0.0,0.0024716958736343366,0.0022886072904021626,0.000183088583232173,9.126926442990859e-05,0.0011408658053738573,0.0,0.0
34.0,BIOMASS,0.5118477179139755,macro_sugar_derivative_smooth,1.6514742711448858,0.5118477179139755,205.15562858624125,103.31222892719354,101.8433996590477,0.0046577102700441,0.9111725515121226,1.0405552660424788,0.002426479103112062,0.002426479103112062,kic_to_3mbal,r_0072,False,False,True,True,0.2,0.2,True,optimal,0.7,0.7,0.7,1000.0,False,,False,False,optimal,optimal,optimal,r_2111,0.003651167166967562,0.0036511729162250098,0.003651167166967562,0.0036511729162250098,-0.14777691954844066,-1.5036973515964451,2.1697422055609454,1.0248472629023975,0.7,0.7,1.0164576903867912,0.0024264791031120623,0.0,0.002426479103112062,0.0,0.002426479103112062,0.0022467399102889464,0.00017973919282311573,8.033021596654273e-05,0.001004127699581787,0.0,0.0
