t_h,fe_idx,cp_idx,mode,phase,mu_h_inv,v_glu,v_fru,v_eth,v_o2,v_N_uptake_gN_gDW_h,v_ATPM,v_Prot,GAM,v_uptake_phe,v_uptake_leu,v_uptake_val,v_uptake_met,v_uptake_tyr,v_pea,v_isoamyl,v_isobutanol,v_methionol,v_tyrosol,v_ethyl_acetate,v_aroma_r_1862,v_aroma_r_1765,v_aroma_r_1867,v_aroma_r_2000
67.35176012703565,4,1,BIOMASS_NLIM,growth_N_limited,0.0017901682106914569,0.9442428604776463,0.7367461057146796,3.368634742046076,-0.0,0.0,3.2300830568422985,0.0017901682106914569,61.14952296770824,0.00031925325933040695,0.00026348689177751604,0.0002361402907914532,0.00028640764885531065,0.00026348689177751604,4.065892687197326e-05,0.0,0.0,0.0,5.374197618928907e-05,0.0003368634742046076,0.0,0.0003368634742046076,0.0,3.252714149757861e-06
72.5,4,2,DECAY,decay,0.0,0.8756895122711034,0.7258962503353312,3.2023175738598337,-0.0,0.0,3.202104086021582,0.0,60.589223066341,-0.0,-0.0,-0.0,-0.0,0.00042697567650656925,0.0,0.0,0.0,0.0,0.0004269756765065691,0.00032023175738598344,0.0,0.00032023175738598344,0.0,0.0
74.74823987296436,5,0,BIOMASS_NLIM,growth_N_limited,0.0018484411512732389,0.8766080091972852,0.744879368561454,3.249376646029007,-0.0,0.0,3.1063256592828283,0.0018484411512732389,59.46461624667276,0.00028430444407419184,0.00041875891781981167,0.00037529704782802704,0.00029572134272128585,0.00041875891781981167,0.0,0.0,0.0,0.0,0.00020218645779726435,0.00032493766460290073,0.0,0.00032493766460290073,0.0,0.0
81.85176012703565,5,1,BIOMASS_NLIM,growth_N_limited,0.0016775588717798803,0.8107788331800941,0.773083620835468,3.1747994578337497,-0.0,0.0,3.04541147526529,0.0016775588717798805,59.04604683624385,0.00025802143720647235,0.00012688932137064343,0.00011371981750080659,0.00026838288128082203,0.00012688932137064343,0.0,0.0,0.0,0.0,0.0,0.000317479945783375,0.0,0.000317479945783375,0.0,0.0
87.0,5,2,DECAY,decay,0.0,0.735764561994408,0.7625539849164139,2.995838203634019,-0.0,0.0,2.995638481087103,0.0,58.74957550542865,-0.0,-0.0,-0.0,-0.0,0.00039944509382541554,0.0,0.0,0.0,0.0,0.00039944509382541544,0.00029958382036340196,0.0,0.00029958382036340196,0.0,0.0
89.24823987296436,6,0,BIOMASS_NLIM,growth_N_limited,0.0016760469163395783,0.7200882765828286,0.749894005162012,2.947381971184889,-0.0,0.0,2.8183593809512235,0.0016760469163395783,57.83233337824806,0.00022646092223312634,0.0002015933781791284,0.0001806705397134029,0.0002681494698727771,0.0002015933781791284,0.0,0.0,0.0,0.0,5.219474939181622e-06,0.0002947381971184885,0.0,0.0002947381971184885,0.0,0.0
96.35176012703565,6,1,DECAY,decay,0.0,0.6224612912438444,0.7339172243341825,2.7120338221368123,-0.0,0.0,2.7118530198820077,0.0,57.47426613267548,-0.0,-0.0,-0.0,-0.0,0.00036160450961078176,0.0,0.0,0.0,0.0,0.0003616045096107816,0.00027120338221368125,0.0,0.00027120338221368125,0.0,0.0
101.5,6,2,DECAY,decay,0.0,0.5511344037011863,0.7544080351945617,2.6103887741183924,-0.0,0.0,2.610214748200124,0.0,57.22006075406424,-0.0,-0.0,-0.0,-0.0,0.00034805183654211357,0.0,0.0,0.0,0.0,0.0003480518365421134,0.00026103887741183926,0.0,0.00026103887741183926,0.0,0.0
103.74823987296436,7,0,DECAY,decay,0.0,0.5445021062272082,0.7361603419302728,2.560642058432723,-0.0,0.0,2.560471348962156,0.0,52.320331756113404,-0.0,-0.0,-0.0,-0.0,0.0003414189411321189,0.0,0.0,0.0,0.0,0.0003414189411321188,0.00025606420584327235,0.0,0.00025606420584327235,0.0,0.0
110.85176012703565,7,1,DECAY,decay,0.0,0.43155042258384974,0.702095967793592,2.2666883305334045,-0.0,0.0,2.2665372179780388,0.0,49.839466926207436,-0.0,-0.0,-0.0,-0.0,0.00030222511073188545,0.0,0.0,0.0,0.0,0.00030222511073188545,0.0002266688330533405,0.0,0.0002266688330533405,0.0,0.0
116.0,7,2,DECAY,decay,0.0,0.33555037273000243,0.6889733454998777,2.0485011694812303,-0.0,0.0,2.048364602736598,0.0,48.04147286411735,-0.0,-0.0,-0.0,-0.0,0.0002731334892611694,0.0,0.0,0.0,0.0,0.00027313348926116934,0.00020485011694812303,0.0,0.00020485011694812303,0.0,0.0
118.24823987296436,8,0,DECAY,decay,0.0,0.35633933004589075,0.6694094005975358,2.0509505411425515,-0.0,0.0,2.0508138111064733,0.0,48.83865565024624,-0.0,-0.0,-0.0,-0.0,0.0002734600721532982,0.0,0.0,0.0,0.0,0.00027346007215329815,0.00020509505411425518,0.0,0.00020509505411425518,0.0,0.0
125.35176012703565,8,1,DECAY,decay,0.0,0.24938795477052292,0.6574831140549401,1.8132586020237198,-0.0,0.0,1.8131377181169184,0.0,47.29734860034382,-0.0,-0.0,-0.0,-0.0,0.00024176781360234437,0.0,0.0,0.0,0.0,0.0002417678136023443,0.000181325860202372,0.0,0.000181325860202372,0.0,0.0
130.5,8,2,DECAY,decay,0.0,0.1486354364210613,0.6309896771459551,1.5588345379239148,-0.0,0.0,1.5587306156213916,0.0,46.18029422068735,-0.0,-0.0,-0.0,-0.0,0.00020784460505033673,0.0,0.0,0.0,0.0,0.00020784460505033668,0.0001558834537923915,0.0,0.0001558834537923915,0.0,0.0
132.74823987296435,9,0,DECAY,decay,0.0,0.20369723513868693,0.6104071181614845,1.6277746333647767,-0.0,0.0,1.6276661150558873,0.0,46.67556644733578,-0.0,-0.0,-0.0,-0.0,0.0002170366177781786,0.0,0.0,0.0,0.0,0.0002170366177781785,0.00016277746333647768,0.0,0.00016277746333647768,0.0,0.0
139.85176012703565,9,1,DECAY,decay,0.0,0.11545820440237414,0.5628281466521281,1.3562110458301173,-0.0,0.0,1.3561206317603953,0.0,45.71798609332313,-0.0,-0.0,-0.0,-0.0,0.00018082813944291938,0.0,0.0,0.0,0.0,0.0001808281394429193,0.00013562110458301176,0.0,0.00013562110458301176,0.0,0.0
145.0,9,2,DECAY,decay,0.0,0.039179932795365705,0.5232090959622593,1.1244781966628037,-0.0,0.0,1.1244032314496957,0.0,45.02398464280712,-0.0,-0.0,-0.0,-0.0,0.0001499304262177354,0.0,0.0,0.0,0.0,0.0001499304262177354,0.0001124478196662804,0.0,0.0001124478196662804,0.0,0.0
147.24823987296435,10,0,DECAY,decay,0.0,0.10517683548150253,0.506964087685996,1.2239554582128074,-0.0,0.0,1.2238738611822604,0.0,45.33168644314384,-0.0,-0.0,-0.0,-0.0,0.00016319406109424858,0.0,0.0,0.0,0.0,0.00016319406109424858,0.00012239554582128077,0.0,0.00012239554582128077,0.0,0.0
154.35176012703565,10,1,DECAY,decay,0.0,0.04951590477917373,0.43672328835076,0.9722191278257799,-0.0,0.0,0.9721543132172596,0.0,44.73676271626602,-0.0,-0.0,-0.0,-0.0,0.00012962921704192076,0.0,0.0,0.0,0.0,0.0001296292170419207,9.722191278257801e-05,0.0,9.722191278257801e-05,0.0,0.0
159.5,10,2,DECAY,decay,0.0,0.0037220604676891107,0.37931190707410695,0.7658637047623201,-0.0,0.0,0.7658126471820049,0.0,44.305594796342156,-0.0,-0.0,-0.0,-0.0,0.00010211516063203763,0.0,0.0,0.0,0.0,0.0001021151606320376,7.658637047623201e-05,0.0,7.658637047623201e-05,0.0,0.0
161.74823987296435,11,0,DECAY,decay,0.0,0.053621223212819,0.3789995304402646,0.8650108377494318,-0.0,0.0,0.8649531703602504,0.0,44.49676319391447,-0.0,-0.0,-0.0,-0.0,0.00011533477836355847,0.0,0.0,0.0,0.0,0.00011533477836355843,8.650108377494319e-05,0.0,8.650108377494319e-05,0.0,0.0
168.85176012703565,11,1,FAIL,decay,0.0,0.06305486549685078,0.4094125959568442,0.9446830074387389,-0.0,0.0,0.9446200285715775,0.0,44.61374447555599,-0.0,-0.0,-0.0,-0.0,0.00012595773432373162,0.0,0.0,0.0,0.0,0.00012595773432373157,9.44683007438739e-05,0.0,9.44683007438739e-05,0.0,0.0
174.0,11,2,FAIL,decay,0.0,0.06303235827396957,0.40270508237862673,0.9312265542240642,-0.0,0.0,0.9311644724537843,0.0,44.61374447555599,-0.0,-0.0,-0.0,-0.0,0.00012416354056050637,0.0,0.0,0.0,0.0,0.00012416354056050632,9.312265542240643e-05,0.0,9.312265542240643e-05,0.0,0.0
