t_h,X_gDW_L,N_free_gN_L,G_g_L,F_g_L,E_g_L,O2_g_L,Prot_g_L,Carb_g_L,AA_leu_mmol_L,AA_met_mmol_L,AA_phe_mmol_L,AA_tyr_mmol_L,AA_val_mmol_L,Aroma_ethyl_acetate_mmol_L,Aroma_isoamyl_mmol_L,Aroma_isobutanol_mmol_L,Aroma_methionol_mmol_L,Aroma_pea_mmol_L,Aroma_tyrosol_mmol_L
32.0,1.9911542204885888,0.00011461541205334103,90.3852571994032,100.72228203686414,12.782074806951378,0.0,1.1305112652228817,0.6536771852429878,0.08073754436772627,0.1478685814385965,0.08113731082821206,0.08826509017068446,0.08167184542250808,0.0,0.0,0.0,0.0,0.0,0.0
32.62020410288672,1.9971182480238059,8.24472629390592e-05,89.94606132297754,100.50998791232857,13.060941572513553,0.0,1.1148410747681128,0.6538561923652825,0.07683102290289887,0.140713895327108,0.07721144648800943,0.08399434510347953,0.0777201173917181,0.0,0.0,0.0,0.0,0.0,0.0
34.57979589711328,2.0140028110162547,5.014944448917929e-05,88.54833846105204,99.81929348807975,13.953793230977842,0.0,1.0646043397949354,0.6536887110472144,0.06579410987393187,0.12050009410445295,0.06611988493473034,0.07192840810555931,0.06655548435881423,0.0,0.0,0.0,0.0,0.0,0.0
36.0,2.0248233929908217,5.309489538045044e-05,87.5211875822495,99.29323851340487,14.616814285885757,0.0,1.0281528678420857,0.6530354693992657,0.059035292441681445,0.10812150674790173,0.059327601677588646,0.06453943393280447,0.059718453372937894,0.0,0.0,0.0,0.0,0.0,0.0
36.62020410288672,2.02963079611086,3.929101357801048e-05,87.06983455787473,99.05640119779282,14.910470798309037,0.0,1.013014140489929,0.6527893212341436,0.056178843946599645,0.10289000026318135,0.05645700967203249,0.06141666513966423,0.05682894983682426,0.0,0.0,0.0,0.0,0.0,0.0
38.57979589711328,2.043625328392012,2.5431488531203637e-05,85.628852794684,98.27805684496606,15.856458590307591,0.0,0.9655485252914006,0.6515719213614966,0.04810865313981898,0.08810966880917598,0.04834685986427481,0.052594052006784964,0.04866537016316496,0.0,0.0,0.0,0.0,0.0,0.0
40.0,2.052823753129162,2.669542994771326e-05,84.57513803163341,97.69178951310795,16.55480540232222,0.0,0.931773364677089,0.6503426065733369,0.04316660583335746,0.07905844573406573,0.043380342346652806,0.04719123409166662,0.04366613310629218,0.0,0.0,0.0,0.0,0.0,0.0
40.62020410288672,2.056855999154883,2.0341316925049352e-05,84.1148092569869,97.43212953606098,16.861360364758305,0.0,0.9175867442070659,0.6498185099965758,0.04107797069375365,0.07523316819243818,0.04128136547219014,0.044907865550122474,0.041553328120685885,0.0,0.0,0.0,0.0,0.0,0.0
42.57979589711328,2.068816163581821,1.3961590566317002e-05,82.66132311270356,96.60230718218516,17.833244465310493,0.0,0.8736271268293455,0.6478831148756561,0.03517704717583563,0.06442578983326946,0.03535122393275773,0.03845677082736116,0.03558411866330621,0.0,0.0,0.0,0.0,0.0,0.0
44.0,2.0768312287700943,1.4543399852246158e-05,81.61063373553623,95.99458572151671,18.53896333132644,0.0,0.8427161823650431,0.6462475375093576,0.03156342218535097,0.057807535520748854,0.031719706323872526,0.03450623036782662,0.031928676527320836,0.0,0.0,0.0,0.0,0.0,0.0
44.62020410288672,2.0803271746079792,1.1233091447216924e-05,81.15361493807826,95.72856460740651,18.846677977928863,0.0,0.8296685044453506,0.6455380418935589,0.030036212171272662,0.05501049258231079,0.030184934433265427,0.032836631290249545,0.030383793521845517,0.0,0.0,0.0,0.0,0.0,0.0
46.57979589711328,2.0908382589909933,7.909439237731305e-06,79.71586845666751,94.88569246876342,19.81723594429394,0.0,0.789518289646586,0.6431120480183691,0.02572145689497101,0.04710813752608662,0.02584881493963245,0.02811959082896647,0.026019107566609495,0.0,0.0,0.0,0.0,0.0,0.0
48.0,2.0979941210872264,8.212544983956748e-06,78.68003487891063,94.27293958828554,20.518812724934087,0.0,0.7615071254422271,0.6411957525960363,0.023079174301928625,0.04226886997277156,0.023193449264015585,0.02523095564495482,0.02334624827677699,0.0,0.0,0.0,0.0,0.0,0.0
48.62020410288672,2.1011096963686398,6.395167418203247e-06,78.2297831369718,94.00522738881652,20.824393843345227,0.0,0.7496545544228431,0.6403614061577779,0.021962478339634568,0.04022367217618565,0.022071224057603676,0.024010144799430463,0.022216629823173437,0.0,0.0,0.0,0.0,0.0,0.0
50.57979589711328,2.110580803833508,4.5704640302320945e-06,76.81450079607218,93.15827227837201,21.787297023884527,0.0,0.713354132492361,0.6376037147631013,0.018807529281602797,0.03444547015907454,0.01890065348385924,0.02056104481414028,0.01902517145270486,0.0,0.0,0.0,0.0,0.0,0.0
52.0,2.1171160114527234,4.73687075608404e-06,75.79573184562449,92.54339622847961,22.482698460218792,0.0,0.6881730351154695,0.635499010343637,0.016875492249570207,0.030906997724090557,0.016959050101848193,0.01844887476759096,0.01707077673997933,0.0,0.0,0.0,0.0,0.0,0.0
52.62020410288672,2.1195589381698006,3.7136569787271754e-06,75.35291543910762,92.27480605018324,22.794825446879468,0.0,0.6769177344741406,0.6344335939072441,0.01614625372593987,0.029571417519564318,0.01622620080325901,0.017651645863142166,0.016333099412231888,0.0,0.0,0.0,0.0,0.0,0.0
54.57979589711328,2.1293874223275213,2.6863186416944253e-06,73.96140264360015,91.42533928794518,23.7235407643766,0.0,0.6459643845337699,0.6318663000732643,0.01359949394246876,0.02490709735233769,0.01366683091190911,0.014867439535199806,0.013756868329248181,0.0,0.0,0.0,0.0,0.0,0.0
56.0,2.1328987569078683,2.7800083943056076e-06,72.96010022573911,90.80885164518375,24.471881442425524,0.0,0.6197091089787903,0.6286867199282945,0.01274737183438645,0.023346459258606348,0.012810489579156079,0.013935870024443369,0.012894885398786159,0.0,0.0,0.0,0.0,0.0,0.0
56.62020410288672,2.136266576838414,2.191606966496884e-06,72.94148565832322,90.88156418445419,24.441935375344745,0.0,0.611277240769575,0.6279847171398768,0.0119843642651574,0.021949031980227154,0.012043704029835322,0.013101723625437482,0.012123048247454755,0.0,0.0,0.0,0.0,0.0,0.0
58.57979589711328,2.1396479724015287,1.600833701193319e-06,71.98296454947766,90.37213342985115,25.19042587214782,0.0,0.5753937524681315,0.623100020377338,0.011218281023647463,0.020545971693057483,0.011273827579251538,0.012264214794574969,0.011348099831926974,0.0,0.0,0.0,0.0,0.0,0.0
60.0,2.1393396006583854,1.6547102081632196e-06,70.94555797978734,89.72061852480526,26.054425963634767,0.0,0.5466473831502964,0.6185574206059626,0.011288145202554622,0.020673926006125533,0.011344037685889532,0.012340592743634887,0.01141877248446998,0.0,0.0,0.0,0.0,0.0,0.0
60.62020410288672,2.1393396006583854,1.6547102081632196e-06,70.51863889784025,89.45250771099342,26.409895970713237,0.0,0.5349100200513652,0.6166422354809016,0.011288145202554622,0.020673926006125533,0.011344037685889532,0.012340592743634887,0.01141877248446998,0.0,0.0,0.0,0.0,0.0,0.0
62.57979589711328,2.1393396006583854,1.6547102081632196e-06,69.18220403746939,88.60770471378409,27.5254805540601,0.0,0.4995173828525384,0.6106301200543417,0.011288145202554622,0.020673926006125533,0.011344037685889532,0.012340592743634887,0.01141877248446998,0.0,0.0,0.0,0.0,0.0,0.0
64.0,2.1393396006583854,1.6547102081632196e-06,68.22534252241893,87.9975752550959,28.326911249236947,0.0,0.47547389386412775,0.6063099836779646,0.011288145202554622,0.020673926006125533,0.011344037685889532,0.012340592743634887,0.01141877248446998,0.0,0.0,0.0,0.0,0.0,0.0
64.62020410288672,2.1393396006583854,1.6547102081632196e-06,67.8103817904328,87.73167767887296,28.67513325970778,0.0,0.4652647354406774,0.6044327192183797,0.011288145202554622,0.020673926006125533,0.011344037685889532,0.012340592743634887,0.01141877248446998,0.0,0.0,0.0,0.0,0.0,0.0
66.57979589711329,2.1393396006583854,1.6547102081632196e-06,66.51111159501497,86.8936720216328,29.768233667487195,0.0,0.4344802196051379,0.5985396436772658,0.011288145202554622,0.020673926006125533,0.011344037685889532,0.012340592743634887,0.01141877248446998,0.0,0.0,0.0,0.0,0.0,0.0
68.0,2.1393396006583854,1.6547102081632196e-06,65.58061391816486,86.28828866718528,30.55375331836622,0.0,0.4135671928830183,0.594305046001141,0.011288145202554622,0.020673926006125533,0.011344037685889532,0.012340592743634887,0.01141877248446998,0.0,0.0,0.0,0.0,0.0,0.0
68.62020410288672,2.1393396006583854,1.6547102081632196e-06,65.17703122991347,86.02442052107824,30.8951181348463,0.0,0.4046872668863012,0.5924649513778558,0.011288145202554622,0.020673926006125533,0.011344037685889532,0.012340592743634887,0.01141877248446998,0.0,0.0,0.0,0.0,0.0,0.0
70.57979589711329,2.1393396006583854,1.6547102081632196e-06,63.9131618326587,85.19265321787425,31.96692237994649,0.0,0.37791089501254893,0.586688558732456,0.011288145202554622,0.020673926006125533,0.011344037685889532,0.012340592743634887,0.01141877248446998,0.0,0.0,0.0,0.0,0.0,0.0
72.0,2.1393396006583854,1.6547102081632196e-06,63.00781388116597,84.59163086399657,32.73734889883473,0.0,0.3597207443696493,0.5825378060903184,0.011288145202554622,0.020673926006125533,0.011344037685889532,0.012340592743634887,0.01141877248446998,0.0,0.0,0.0,0.0,0.0,0.0
