t_h,mode,objective_id,objective_value_baseline,objective_value_full,delta_objective,mu_baseline,mu_full,v_ethanol_baseline,v_ethanol_full,v_eth_acetate_baseline,v_eth_acetate_full,phi_ea,lhs_margin_eth,binding_eth,ea_constraint_added,n_pairwise_binding,ester_r_1765_baseline,ester_r_1765_full,ester_r_1867_baseline,ester_r_1867_full,ester_r_1862_baseline,ester_r_1862_full,ester_r_2000_baseline,ester_r_2000_full,ester_r_4647_baseline,ester_r_4647_full,ester_r_4739_baseline,ester_r_4739_full
17.0,BIOMASS,r_2111,0.01131793585467262,0.011317935854674043,1.4224732503009818e-15,0.01131793585467262,0.011317935854674043,2.1165062873849165,1.744675532912134,0.0,0.0017446755329121376,0.001,0.0,True,True,3,0.0,0.0017446755329121376,0.0,0.00024844762940443157,0.0,0.0,0.0,0.0009945520872794195,0.0,0.0,0.0,0.0
18.0,BIOMASS,r_2111,0.010304096874217938,0.010304096874218266,3.2786273695961654e-16,0.010304096874217938,0.010304096874218266,1.9911262891617902,1.6959966950561407,0.0,0.0016959966950561413,0.001,0.0,True,True,3,0.0,0.0016959966950561413,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19.0,BIOMASS,r_2111,0.009521382040775858,0.009521382040776745,8.864436962241484e-16,0.009521382040775858,0.009521382040776745,1.9182557609657584,1.5536766086816223,0.0,0.001553676608681622,0.001,0.0,True,True,3,0.0,0.001553676608681622,0.0,0.0,0.0,5.4285636365539575e-05,0.0,0.0005513287395224652,0.0,0.0,0.0,0.0
20.0,BIOMASS,r_2111,0.008816741558757045,0.008816741558757368,3.226585665316861e-16,0.008816741558757045,0.008816741558757368,1.9003054007764808,1.4625006137055465,0.0,0.0014625006137055465,0.001,0.0,True,True,3,0.0,0.0014625006137055465,0.0,3.5328906613872915e-05,0.0,0.0001471581825176894,0.0,0.0005008527187112862,0.0,0.0,0.0,0.0
21.0,BIOMASS,r_2111,0.00817920034020759,0.008179200340207875,2.8449465006019636e-16,0.00817920034020759,0.008179200340207875,1.8840108032278629,1.405452614818957,0.0,0.0014054526148189574,0.001,0.0,True,True,3,0.0,0.0014054526148189574,0.0,2.3284876620962238e-05,0.0,0.00013652059243099505,0.0,0.0004551820724120987,0.0,0.0,0.0,0.0
22.0,BIOMASS,r_2111,0.0076015885719538726,0.007601588571954379,5.065392549852277e-16,0.0076015885719538726,0.007601588571954379,1.8690344514444623,1.3537088255928458,0.0,0.0013537088255928453,0.001,0.0,True,True,3,0.0,0.0013537088255928453,0.0,1.2376377471097204e-05,0.0,0.0001268795642721194,0.0,0.0004138045081094041,0.0,0.0,0.0,0.0
23.0,BIOMASS,r_2111,0.007077642354383815,0.007077642354384326,5.108760636751697e-16,0.007077642354383815,0.007077642354384326,1.8552408871515031,1.3068607271970984,0.0,0.0013068607271970992,0.001,0.0,True,True,3,0.0,0.0013068607271970992,0.0,2.481380202921627e-06,0.0,0.00011813427805225564,0.0,0.0003762713076100169,0.0,0.0,0.0,0.0
24.0,BIOMASS,r_2111,0.0066018563078483845,0.006601856307849721,1.3366044382401299e-15,0.0066018563078483845,0.006601856307849721,1.8425107368316866,1.26429446793274,0.0,0.0012642944679327405,0.001,0.0,True,True,3,0.0,0.0012642944679327405,0.0,0.0,0.0,0.00010368875528370107,0.0,0.0003421880897518243,0.0,0.0,0.0,0.0
25.0,BIOMASS,r_2111,0.006169374960336705,0.00616937496033778,1.074661193367632e-15,0.006169374960336705,0.00616937496033778,1.830738450685782,1.2253354582060472,0.0,0.0012253354582060464,0.001,0.0,True,True,3,0.0,0.0012253354582060464,0.0,0.0,0.0,8.830249110127989e-05,0.0,0.0003112070298947748,0.0,0.0,0.0,0.0
26.0,BIOMASS,r_2111,0.005775902326368102,0.005775902326368983,8.81239525796218e-16,0.005775902326368102,0.005775902326368983,1.8198304152551694,1.1898904517053839,0.0,0.0011898904517053833,0.001,0.0,True,True,3,0.0,0.0011898904517053833,0.0,0.0,0.0,7.430402867134859e-05,0.0,0.0002830203825509685,0.0,0.0,0.0,0.0
27.0,BIOMASS,r_2111,0.005417626232851084,0.005417626232852314,1.2299189444675562e-15,0.005417626232851084,0.005417626232852314,1.8097033689063018,1.1576160382712382,0.0,0.0011576160382712386,0.001,0.0,True,True,3,0.0,0.0011576160382712386,0.0,0.0,0.0,6.15577434111795e-05,0.0,0.0002573550604221819,0.0,0.0,0.0,0.0
28.0,BIOMASS,r_2111,0.005091154634919498,0.00509115463491976,2.6194324487249787e-16,0.005091154634919498,0.00509115463491976,1.8002830650689856,1.1282066539532605,0.0,0.0011282066539532603,0.001,0.0,True,True,3,0.0,0.0011282066539532603,0.0,0.0,0.0,4.994295751873237e-05,0.0,0.00023396807234664076,0.0,0.0,0.0,0.0
29.0,BIOMASS,r_2111,0.004793461746109253,0.0047934617461092306,-2.2551405187698492e-17,0.004793461746109253,0.0047934617461092306,1.7915031382800926,1.1010273185089696,0.0,0.0011010273185089708,0.001,0.0,True,True,3,0.0,0.0011010273185089708,0.0,0.0,0.0,3.9352023461564924e-05,0.0,0.0002126426643023331,0.0,0.0,0.0,0.0
30.0,BIOMASS,r_2111,0.004521842248251677,0.004521842248251571,-1.0581813203458523e-16,0.004521842248251677,0.004521842248251571,1.783304137368594,1.0761672352882679,0.0,0.0010761672352882685,0.001,0.0,True,True,3,0.0,0.0010761672352882685,0.0,0.0,0.0,2.968869491532053e-05,0.0,0.000193185039205026,0.0,0.0,0.0,0.0
31.0,BIOMASS,r_2111,0.004273872189376279,0.004273872189376994,7.147060721024445e-16,0.004273872189376279,0.004273872189376994,1.7756326979208454,1.0543798131196744,0.0,0.0010543798131196747,0.001,0.0,True,True,3,0.0,0.0010543798131196747,0.0,0.0,0.0,2.086673563975785e-05,0.0,0.0001754215558063506,0.0,0.0,0.0,0.0
32.0,BIOMASS,r_2111,0.0040473754464665605,0.004047375446466749,1.8821749714348357e-16,0.0040473754464665605,0.004047375446466749,1.7684400250993497,1.0346785159464402,0.0,0.0010346785159464408,0.001,0.0,True,True,3,0.0,0.0010346785159464408,0.0,0.0,0.0,1.2808726333924231e-05,0.0,0.00015919632623315853,0.0,0.0,0.0,0.0
33.0,BIOMASS,r_2111,0.0038403948414976277,0.00384039484149782,1.9212062496443139e-16,0.0038403948414976277,0.00384039484149782,1.7613184013469299,1.0098295590359305,0.0,0.0010098295590359354,0.001,0.0,True,True,3,0.0,0.0010098295590359354,0.0,0.0,0.0,5.445037039522146e-06,0.0,0.00014436914686763325,0.0,0.0,0.0,0.0
34.0,BIOMASS,r_2111,0.003651167166967238,0.0036511671669674037,1.6566609195578508e-16,0.003651167166967238,0.0036511671669674037,1.7541724216965169,0.9973980152636868,0.0,0.0009973980152636868,0.001,0.0,True,True,3,0.0,0.0009973980152636868,0.0,0.0,0.0,0.0,0.0,0.00013081370928642825,0.0,0.0,0.0,0.0
35.0,BIOMASS,r_2111,0.003478101510922057,0.0034781015109219605,-9.6710833785707e-17,0.003478101510922057,0.0034781015109219605,1.7474547463672607,0.9824555366769274,0.0,0.0009824555366769272,0.001,0.0,True,True,3,0.0,0.0009824555366769272,0.0,0.0,0.0,0.0,0.0,0.00011841604756069617,0.0,0.0,0.0,0.0
36.0,BIOMASS,r_2111,0.0033197603787472815,0.003319760378747361,7.936359902593892e-17,0.0033197603787472815,0.003319760378747361,1.7411276637364435,0.9693331393246933,0.0,0.0009693331393246929,0.001,0.0,True,True,3,0.0,0.0009693331393246929,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37.0,BIOMASS,r_2111,0.003174843195481891,0.0031748431954816175,-2.736526283353413e-16,0.003174843195481891,0.0031748431954816175,1.7351569610714992,0.9589100317536501,0.0,0.0009589100317536487,0.001,0.0,True,True,3,0.0,0.0009589100317536487,0.0,0.0,0.0,0.0,0.0,9.66919568528558e-05,0.0,0.0,0.0,0.0
38.0,BIOMASS,r_2111,0.00304217184244938,0.0030421718424494966,1.1666015375944028e-16,0.00304217184244938,0.0030421718424494966,1.7295116183785275,0.9443292052474428,0.0,0.0009443292052474424,0.001,0.0,True,True,3,0.0,0.0009443292052474424,0.0,0.0,0.0,0.0,0.0,8.718796517030749e-05,0.0,0.0,0.0,0.0
39.0,BIOMASS,r_2111,0.0029206779390353707,0.002920677939035334,-3.686287386450715e-17,0.0029206779390353707,0.002920677939035334,1.7241634808641015,0.9336956966215703,0.0,0.0009336956966215699,0.001,0.0,True,True,3,0.0,0.0009336956966215699,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40.0,BIOMASS,r_2111,0.0028093916270433773,0.002809391627043634,2.5673907444456745e-16,0.0028093916270433773,0.002809391627043634,1.719086969699589,0.9245942718997511,0.0,0.00092459427189975,0.001,0.0,True,True,3,0.0,0.00092459427189975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.0,BIOMASS,r_2111,0.00270743165337143,0.0027075127420868334,8.108871540337889e-08,0.00270743165337143,0.0027075127420868334,1.7142588257310303,0.9155724205059594,0.0,0.0009155724205059599,0.001,0.0,True,True,3,0.0,0.0009155724205059599,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42.0,BIOMASS,r_2111,0.0026139965783137215,0.0026142053628569395,2.0878454321795678e-07,0.0026139965783137215,0.0026142053628569395,1.7096578818580828,0.9076205195010703,0.0,0.0009076205195010708,0.001,0.0,True,True,3,0.0,0.0009076205195010708,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43.0,BIOMASS,r_2111,0.0025283569629511666,0.0025285589073062,2.0194435503342878e-07,0.0025283569629511666,0.0025285589073062,1.7052648269253414,0.9018546660575223,0.0,0.0009018546660575216,0.001,0.0,True,True,3,0.0,0.0009018546660575216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44.0,BIOMASS,r_2111,0.002449848410831932,0.0024500440845694306,1.9567373749865974e-07,0.002449848410831932,0.0024500440845694306,1.7010621141674407,0.8936668867278112,0.0,0.0008936668867278115,0.001,0.0,True,True,3,0.0,0.0008936668867278115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45.0,BIOMASS,r_2111,0.002377865357278039,0.002378055281601464,1.899243234249233e-07,0.002377865357278039,0.002378055281601464,1.6970337757348692,0.8868679536733874,0.0,0.0008868679536733877,0.001,0.0,True,True,3,0.0,0.0008868679536733877,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46.0,BIOMASS,r_2111,0.002311855514854228,0.0023120401668544907,1.8465200026266879e-07,0.002311855514854228,0.0023120401668544907,1.6931651870080917,0.88052996806466,0.0,0.0008805299680646586,0.001,0.0,True,True,3,0.0,0.0008805299680646586,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47.0,BIOMASS,r_2111,0.0022513148962973067,0.002251494712810893,1.7981651358623535e-07,0.0022513148962973067,0.002251494712810893,1.6894429961636224,0.8752569588705607,0.0,0.0008752569588705607,0.001,0.0,True,True,3,0.0,0.0008752569588705607,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48.0,BIOMASS,r_2111,0.002195783346976959,0.0021959587280872515,1.7538111029245795e-07,0.002195783346976959,0.0021959587280872515,1.6858550073665914,0.8704179946796703,0.0,0.0008704179946796702,0.001,0.0,True,True,3,0.0,0.0008704179946796702,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49.0,BIOMASS,r_2111,0.0021448405280778374,0.0021450118402949725,1.7131221713515693e-07,0.0021448405280778374,0.0021450118402949725,1.6823135763084462,0.8659390854101462,0.0,0.0008659390854101469,0.001,0.0,True,True,3,0.0,0.0008659390854101469,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50.0,BIOMASS,r_2111,0.00209810229941724,0.0020982698785689943,1.6757915175446766e-07,0.00209810229941724,0.0020982698785689943,1.6786845072272567,0.8621250027571287,0.0,0.0008621250027571287,0.001,0.0,True,True,3,0.0,0.0008621250027571287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51.0,BIOMASS,r_2111,0.0020552174574146515,0.0020553816112781446,1.641538634931071e-07,0.0020552174574146515,0.0020553816112781446,1.6751818256387636,0.8583733558077775,0.0,0.0008583733558077777,0.001,0.0,True,True,3,0.0,0.0008583733558077777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52.0,BIOMASS,r_2111,0.0020158647893586752,0.002016025800054602,1.6101069592660763e-07,0.0020158647893586752,0.002016025800054602,1.6717951022417048,0.8552057231997232,0.0,0.0008552057231997232,0.001,0.0,True,True,3,0.0,0.0008552057231997232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53.0,TURNOVER_ATPM,r_4046,6.018105231942097,5.997016840326371,-0.021088391615726287,0.0,0.0,6.018105231942102,6.005303232510826,0.0,0.006005303232510827,0.001,0.0,True,True,3,0.0,0.006005303232510827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
54.0,TURNOVER_ATPM,r_4046,5.968429511276964,5.947490016167467,-0.020939495109497663,0.0,0.0,5.968429511276967,5.955807764916556,0.0,0.005955807764916556,0.001,0.0,True,True,3,0.0,0.005955807764916556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55.0,TURNOVER_ATPM,r_4046,5.9200672737339035,5.899273020105017,-0.020794253628886317,0.0,0.0,5.920067273733906,5.907620179019638,0.0,0.005907620179019638,0.001,0.0,True,True,3,0.0,0.005907620179019638,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56.0,TURNOVER_ATPM,r_4046,5.8729615234696,5.852309024575481,-0.02065249889411902,0.0,0.0,5.872961523469601,5.860683693369322,0.0,0.005860683693369322,0.001,0.0,True,True,3,0.0,0.005860683693369322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
57.0,TURNOVER_ATPM,r_4046,5.827058646715414,5.806544573122101,-0.020514073593313142,0.0,0.0,5.827058646715412,5.814944898777507,0.0,0.005814944898777508,0.001,0.0,True,True,3,0.0,0.005814944898777508,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
58.0,TURNOVER_ATPM,r_4046,5.782308157254026,5.761929326753975,-0.02037883050005096,0.0,0.0,5.78230815725403,5.7703535043655325,0.0,0.0057703535043655335,0.001,0.0,True,True,3,0.0,0.0057703535043655335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
59.0,TURNOVER_ATPM,r_4046,5.738662464922011,5.718415833248242,-0.02024663167376861,0.0,0.0,5.73866246492201,5.726862106593156,0.0,0.005726862106593156,0.001,0.0,True,True,3,0.0,0.005726862106593156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60.0,TURNOVER_ATPM,r_4046,5.696076664714714,5.67595931698089,-0.020117347733823898,0.0,0.0,5.696076664714715,5.6844259788507125,0.0,0.005684425978850713,0.001,0.0,True,True,3,0.0,0.005684425978850713,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
61.0,TURNOVER_ATPM,r_4046,5.6545083443595745,5.6345174871601635,-0.01999085719941096,0.0,0.0,5.654508344359574,5.643002879484328,0.0,0.0056430028794843285,0.001,0.0,True,True,3,0.0,0.0056430028794843285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
62.0,TURNOVER_ATPM,r_4046,5.613917408475176,5.594050362586287,-0.019867045888888768,0.0,0.0,5.613917408475175,5.60255287637445,0.0,0.005602552876374451,0.001,0.0,True,True,3,0.0,0.005602552876374451,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
63.0,TURNOVER_ATPM,r_4046,5.574265917651429,5.554520111279395,-0.01974580637203438,0.0,0.0,5.574265917651432,5.563038186406379,0.0,0.005563038186406379,0.001,0.0,True,True,3,0.0,0.005563038186406379,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
64.0,TURNOVER_ATPM,r_4046,5.535517940976241,5.515890903506147,-0.01962703747009442,0.0,0.0,5.535517940976242,5.524423028360646,0.0,0.005524423028360646,0.001,0.0,True,True,3,0.0,0.005524423028360646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
65.0,TURNOVER_ATPM,r_4046,5.49763942069964,5.478128776900659,-0.01951064379898071,0.0,0.0,5.497639420699643,5.486673487916348,0.0,0.005486673487916349,0.001,0.0,True,True,3,0.0,0.005486673487916349,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66.0,TURNOVER_ATPM,r_4046,5.460598047871382,5.44120151252022,-0.019396535351161148,0.0,0.0,5.46059804787138,5.449757393605891,0.0,0.005449757393605891,0.001,0.0,True,True,3,0.0,0.005449757393605891,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
67.0,TURNOVER_ATPM,r_4046,5.424363147914901,5.405078520802223,-0.019284627112678088,0.0,0.0,5.424363147914903,5.413644202685607,0.0,0.0054136442026856075,0.001,0.0,True,True,3,0.0,0.0054136442026856075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
68.0,TURNOVER_ATPM,r_4046,5.3889055752121635,5.369730736500255,-0.019174838711908393,0.0,0.0,5.388905575212161,5.378304895998533,0.0,0.0053783048959985345,0.001,0.0,True,True,3,0.0,0.0053783048959985345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
69.0,TURNOVER_ATPM,r_4046,5.354197615871793,5.3351305217748015,-0.019067094096991255,0.0,0.0,5.35419761587179,5.343711881003372,0.0,0.005343711881003373,0.001,0.0,True,True,3,0.0,0.005343711881003373,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
70.0,TURNOVER_ATPM,r_4046,5.320212897939724,5.301251576700227,-0.01896132123949723,0.0,0.0,5.320212897939721,5.309838902229919,0.0,0.00530983890222992,0.001,0.0,True,True,3,0.0,0.00530983890222992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71.0,TURNOVER_ATPM,r_4046,5.286926308387593,5.26806885652605,-0.018857451861543417,0.0,0.0,5.28692630838759,5.276660958497895,0.0,0.0052766609584978955,0.001,0.0,True,True,3,0.0,0.0052766609584978955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
