t_h,fase,mode,objective_id,objective_value_baseline,objective_value_constrained,mu_h_inv_baseline,mu_h_inv_constrained,v_ATPM_baseline,v_ATPM_constrained,ester_total_baseline,ester_total_constrained,higher_alcohol_total_baseline,higher_alcohol_total_constrained,proxy_score,phi_ester,constraint_active,constraint_binding,lhs_margin,delta_objective_vs_baseline,delta_mu_vs_baseline,delta_ester_total_vs_baseline,proxy_turnover,proxy_n_limited,proxy_low_growth,proxy_anaerobic,proxy_alcohol_present,N_gN_L,E_g_L,O2_g_L,X_gDW_L,ester_r_1765_baseline,ester_r_1765_constrained,ester_r_1765_delta,ester_r_1867_baseline,ester_r_1867_constrained,ester_r_1867_delta,ester_r_1862_baseline,ester_r_1862_constrained,ester_r_1862_delta,ester_r_2000_baseline,ester_r_2000_constrained,ester_r_2000_delta,ester_r_4647_baseline,ester_r_4647_constrained,ester_r_4647_delta,ester_r_4739_baseline,ester_r_4739_constrained,ester_r_4739_delta,alcohol_r_1761_baseline,alcohol_r_1761_constrained,alcohol_r_1761_delta,alcohol_r_1866_baseline,alcohol_r_1866_constrained,alcohol_r_1866_delta,alcohol_r_1862_baseline,alcohol_r_1862_constrained,alcohol_r_1862_delta,alcohol_r_1589_baseline,alcohol_r_1589_constrained,alcohol_r_1589_delta
32.0,,BIOMASS,r_2111,0.004049595398188693,0.004049600180664245,0.004049595398188693,0.004049600180664245,0.7,0.7,0.0,0.045031210798579135,1.531457184535783,1.0721716856804553,0.35000000000000003,0.042,True,True,1.3877787807814457e-17,4.782475551863563e-09,4.782475551863563e-09,0.045031210798579135,0.0,0.0,1.0,1.0,1.0,0.0055883177229628074,6.795118932575816,0.0,2.030657789251995,0.0,0.045031210798579135,0.045031210798579135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5144474471332945,1.0700627595842784,-0.44438468754901606,0.0,0.0,0.0,0.0,0.0,0.0,0.017009737402488546,0.0021089260961769532,-0.014900811306311594
33.0,,BIOMASS,r_2111,0.0038424239633245414,0.003842423963324602,0.0038424239633245414,0.003842423963324602,0.7,0.7,0.0,0.044714068211811606,1.52450023006736,1.0646206717098,0.35000000000000003,0.042,True,True,6.938893903907228e-18,6.071532165918825e-17,6.071532165918825e-17,0.044714068211811606,0.0,0.0,1.0,1.0,1.0,0.005141252305125782,6.889869867588818,0.0,2.0388729083482073,0.0,0.044714068211811606,0.044714068211811606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5074160153770677,1.0627085496485524,-0.44470746572851527,0.0,0.0,0.0,0.0,0.0,0.0,0.01708421469029221,0.0019121220612474032,-0.015172092629044806
34.0,,BIOMASS,r_2111,0.003653022627384826,0.0036530226273848716,0.003653022627384826,0.0036530226273848716,0.7,0.7,0.0,0.07454394139547835,1.5181773604420703,1.0353325193816436,0.6000000000000001,0.07200000000000001,True,True,0.0,4.5536491244391186e-17,4.5536491244391186e-17,0.07454394139547835,0.0,1.0,1.0,1.0,1.0,0.00472995212071572,6.983465504114234,0.0,2.0466992882552963,0.0,0.07454394139547835,0.07454394139547835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5009630782949797,1.0353325193816436,-0.46563055891333605,0.0,0.0,0.0,0.0,0.0,0.0,0.017214282147090722,0.0,-0.017214282147090722
35.0,,BIOMASS,r_2111,0.0034797988121483877,0.0034798015518538576,0.0034797988121483877,0.0034798015518538576,0.7,0.7,0.0,0.07721624893117242,1.5122118049699005,1.0724479018218387,0.6000000000000001,0.07200000000000001,True,True,2.7755575615628914e-17,2.7397054698681533e-09,2.7397054698681533e-09,0.07721624893117242,0.0,1.0,1.0,1.0,1.0,0.004351555951058462,7.076008371341135,0.0,2.0541684504279343,0.0,0.07721624893117242,0.07721624893117242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.494858057892205,1.0708802599105942,-0.42397779798161084,0.0,0.0,0.0,0.0,0.0,0.0,0.01735374707769539,0.0015676419112444764,-0.015786105166450914
36.0,,BIOMASS,r_2111,0.0033213135375543545,0.0033213161524825877,0.0033213135375543545,0.0033213161524825877,0.7,0.7,0.0,0.0754202714302778,1.506591347726827,1.0475037698649692,0.6000000000000001,0.07200000000000001,True,True,0.0,2.6149282331480728e-09,2.6149282331480728e-09,0.0754202714302778,0.0,1.0,1.0,1.0,1.0,0.004003431474973786,7.167586665224152,0.0,2.061309395268751,0.0,0.0754202714302778,0.0754202714302778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4891070251969158,1.0475037698649692,-0.44160325533194666,0.0,0.0,0.0,0.0,0.0,0.0,0.017484322529911143,0.0,-0.017484322529911143
37.0,,BIOMASS,r_2111,0.0031762649014802063,0.0031762674022087537,0.0031762649014802063,0.0031762674022087537,0.7,0.7,0.0,0.07132168939848181,1.5013119164716582,0.9905790194233584,0.6000000000000001,0.07200000000000001,True,True,0.0,2.5007285474158703e-09,2.5007285474158703e-09,0.07132168939848181,0.0,1.0,1.0,1.0,1.0,0.003683156956975883,7.258284941525485,0.0,2.0681488038135476,0.0,0.07132168939848181,0.07132168939848181,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4837112840755904,0.9905790194233584,-0.49313226465223203,0.0,0.0,0.0,0.0,0.0,0.0,0.017600632396067895,0.0,-0.017600632396067895
38.0,,BIOMASS,r_2111,0.003043473597063638,0.0030434735970631603,0.003043473597063638,0.0030434735970631603,0.7,0.7,0.0,0.07277890158595468,1.4963437764127008,1.0108180775827036,0.6000000000000001,0.07200000000000001,True,True,1.3877787807814457e-17,-4.779163176316104e-16,-4.779163176316104e-16,0.07277890158595468,0.0,1.0,1.0,1.0,1.0,0.003388504400417812,7.348183741973466,0.0,2.074711223281683,0.0,0.07277890158595468,0.07277890158595468,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4786398430434131,1.0108180775827036,-0.4678217654607095,0.0,0.0,0.0,0.0,0.0,0.0,0.01770393336928757,0.0,-0.01770393336928757
39.0,,BIOMASS,r_2111,0.0029218701778919343,0.002921870177893294,0.0029218701778919343,0.002921870177893294,0.7,0.7,0.0,0.07275134527385069,1.4916599445483127,1.0104353510257038,0.6000000000000001,0.07200000000000001,True,True,0.0,1.3595895242968226e-15,1.3595895242968226e-15,0.07275134527385069,0.0,1.0,1.0,1.0,1.0,0.0031174240483843865,7.4373571809094825,0.0,2.081019237782442,0.0,0.07275134527385069,0.07275134527385069,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4738645799045296,1.0104353510257038,-0.46342922887882576,0.0,0.0,0.0,0.0,0.0,0.0,0.017795364643783073,0.0,-0.017795364643783073
40.0,,BIOMASS,r_2111,0.0028104838280593905,0.0028104838280592344,0.0028104838280593905,0.0028104838280592344,0.7,0.7,0.0,0.07234774274484028,1.4871642198423232,1.0048297603450036,0.6000000000000001,0.07200000000000001,True,True,1.3877787807814457e-17,-1.5612511283791264e-16,-1.5612511283791264e-16,0.07234774274484028,0.0,1.0,1.0,1.0,1.0,0.002868030124513636,7.52587345950402,0.0,2.08709362536489,0.0,0.07234774274484028,0.07234774274484028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4693395987908247,1.0048297603450036,-0.46450983844582105,0.0,0.0,0.0,0.0,0.0,0.0,0.017824621051498582,0.0,-0.017824621051498582
41.0,,BIOMASS,r_2111,0.0027084324324380504,0.002708432432439749,0.0027084324324380504,0.002708432432439749,0.7,0.7,0.0,0.07149826566230065,1.4829608859577348,0.9930314675319531,0.6000000000000001,0.07200000000000001,True,True,1.3877787807814457e-17,1.6987279638502883e-15,1.6987279638502883e-15,0.07149826566230065,0.0,1.0,1.0,1.0,1.0,0.0026385877145525447,7.613795338835477,0.0,2.0929535025037427,0.0,0.07149826566230065,0.07149826566230065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.46490889551521,0.9930314675319531,-0.47187742798325694,0.0,0.0,0.0,0.0,0.0,0.0,0.018051990442524625,0.0,-0.018051990442524625
42.0,,BIOMASS,r_2111,0.0026149137742449255,0.0026149137742437854,0.0026149137742449255,0.0026149137742437854,0.7,0.7,0.0,0.06215591696784568,1.4789290444571328,0.8632766245534119,0.6000000000000001,0.07200000000000001,True,True,1.3877787807814457e-17,-1.1401470045857565e-15,-1.1401470045857565e-15,0.06215591696784568,0.0,1.0,1.0,1.0,1.0,0.0024275006973883415,7.701180575122681,0.0,2.0986164570263655,0.0,0.06215591696784568,0.06215591696784568,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4607409434507908,0.8632766245534119,-0.5974643188973788,0.0,0.0,0.0,0.0,0.0,0.0,0.01818810100634199,0.0,-0.01818810100634199
43.0,,BIOMASS,r_2111,0.002529197713039299,0.0025291977130401638,0.002529197713039299,0.0025291977130401638,0.7,0.7,0.0,0.07104239997004849,1.4652894651296113,0.9866999995840066,0.6000000000000001,0.07200000000000001,True,True,1.3877787807814457e-17,8.647596527744383e-16,8.647596527744383e-16,0.07104239997004849,0.0,1.0,1.0,1.0,1.0,0.002233300641597274,7.788082320138888,0.0,2.1040986704056186,0.0,0.07104239997004849,0.07104239997004849,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4501220425493964,0.9866999995840066,-0.4634220429653898,0.0,0.0,0.0,0.0,0.0,0.0,0.01516742258021493,0.0,-0.01516742258021493
44.0,,BIOMASS,r_2111,0.002450619218236679,0.0024506221123598904,0.002450619218236679,0.0024506221123598904,0.7,0.7,0.0,0.07073548265610727,1.4616864804398109,0.9824372591126007,0.6000000000000001,0.07200000000000001,True,True,1.3877787807814457e-17,2.8941232114824966e-09,2.8941232114824966e-09,0.07073548265610727,0.0,1.0,1.0,1.0,1.0,0.002054636590269492,7.874548413424666,0.0,2.109415030269273,0.0,0.07073548265610727,0.07073548265610727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4463816432209051,0.9824372591126007,-0.4639443841083044,0.0,0.0,0.0,0.0,0.0,0.0,0.015304837218905637,0.0,-0.015304837218905637
45.0,,BIOMASS,r_2111,0.0023785721512228192,0.002378574023912614,0.0023785721512228192,0.002378574023912614,0.7,0.7,0.0,0.061060252905699636,1.4582714562800398,0.848059068134717,0.6000000000000001,0.07200000000000001,True,True,6.938893903907228e-18,1.8726897949017385e-09,1.8726897949017385e-09,0.061060252905699636,0.0,1.0,1.0,1.0,1.0,0.0018902656630479324,7.960619520073277,0.0,2.114579233908677,0.0,0.061060252905699636,0.061060252905699636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.442828551571215,0.848059068134717,-0.5947694834364979,0.0,0.0,0.0,0.0,0.0,0.0,0.015442904708824964,0.0,-0.015442904708824964
46.0,,BIOMASS,r_2111,0.002312503704516005,0.0023125037045148684,0.002312503704516005,0.0023125037045148684,0.7,0.7,0.0,0.07063342071540749,1.4550113878899307,0.9810197321584371,0.6000000000000001,0.07200000000000001,True,True,1.3877787807814457e-17,-1.1366775576338028e-15,-1.1366775576338028e-15,0.07063342071540749,0.0,1.0,1.0,1.0,1.0,0.001739044410004098,8.046337498976294,0.0,2.1196038835067266,0.0,0.07063342071540749,0.07063342071540749,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4394449594487804,0.9810197321584371,-0.4584252272903433,0.0,0.0,0.0,0.0,0.0,0.0,0.01556642844115037,0.0,-0.01556642844115037
47.0,,BIOMASS,r_2111,0.0022519094191454187,0.0022519094191439356,0.0022519094191454187,0.0022519094191439356,0.7,0.7,0.0,0.06728459866746966,1.4518932968777434,0.9345083148259673,0.6000000000000001,0.07200000000000001,True,True,1.3877787807814457e-17,-1.48318857196017e-15,-1.48318857196017e-15,0.06728459866746966,0.0,1.0,1.0,1.0,1.0,0.00159992085720377,8.131740876453481,0.0,2.124500573747608,0.0,0.06728459866746966,0.06728459866746966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4362166589857033,0.9345083148259673,-0.501708344159736,0.0,0.0,0.0,0.0,0.0,0.0,0.015676637892040057,0.0,-0.015676637892040057
48.0,,BIOMASS,r_2111,0.002196328712192002,0.0021963287121926334,0.002196328712192002,0.0021963287121926334,0.7,0.7,0.0,0.06621963972629986,1.448890998527315,0.9197172184208312,0.6000000000000001,0.07200000000000001,True,True,1.3877787807814457e-17,6.314393452555578e-16,6.314393452555578e-16,0.06621963972629986,0.0,1.0,1.0,1.0,1.0,0.0014719271886274683,8.216865112883932,0.0,2.1292799724177547,0.0,0.06621963972629986,0.06621963972629986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4331164551072866,0.9197172184208312,-0.5133992366864554,0.0,0.0,0.0,0.0,0.0,0.0,0.015774543420028396,0.0,-0.015774543420028396
49.0,,BIOMASS,r_2111,0.002145340855629734,0.002145340855630563,0.002145340855629734,0.002145340855630563,0.7,0.7,0.0,0.06824196195507824,1.4460226570712749,0.9478050271538643,0.6000000000000001,0.07200000000000001,True,True,0.0,8.287641406479196e-16,8.287641406479196e-16,0.06824196195507824,0.0,1.0,1.0,1.0,1.0,0.001354173013537271,8.30174284800674,0.0,2.133951894558733,0.0,0.06824196195507824,0.06824196195507824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4301612600232845,0.9478050271538643,-0.4823562328694202,0.0,0.0,0.0,0.0,0.0,0.0,0.015861397047990455,0.0,-0.015861397047990455
50.0,,BIOMASS,r_2111,0.0020985613552752754,0.0020985613552756757,0.0020985613552752754,0.0020985613552756757,0.7,0.7,0.0,0.059379135000104666,1.4432636800607248,0.8247102083347868,0.6000000000000001,0.07200000000000001,True,True,6.938893903907228e-18,4.0028744208164824e-16,4.0028744208164824e-16,0.059379135000104666,0.0,1.0,1.0,1.0,1.0,0.0012458391724542895,8.386404126597679,0.0,2.138525370687898,0.0,0.059379135000104666,0.059379135000104666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4273256593113328,0.8247102083347868,-0.602615450976546,0.0,0.0,0.0,0.0,0.0,0.0,0.0159380207493919,0.0,-0.0159380207493919
51.0,,BIOMASS,r_2111,0.002055638685321414,0.002055640303760507,0.002055638685321414,0.002055640303760507,0.7,0.7,0.0,0.05928676500812898,1.4406050153725602,0.8234272917795691,0.6000000000000001,0.07200000000000001,True,True,0.0,1.6184390928125625e-09,1.6184390928125625e-09,0.05928676500812898,0.0,1.0,1.0,1.0,1.0,0.0011461720386579462,8.470876606091771,0.0,2.1430087095614,0.0,0.05928676500812898,0.05928676500812898,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4245997443401155,0.8234272917795691,-0.6011724525605464,0.0,0.0,0.0,0.0,0.0,0.0,0.01600527103244467,0.0,-0.01600527103244467
52.0,,BIOMASS,r_2111,0.0020162513395456418,0.002016251339546679,0.0020162513395456418,0.002016251339546679,0.7,0.7,0.0,0.05863690035602611,1.4380343087434302,0.8144013938336957,0.6000000000000001,0.07200000000000001,True,True,1.3877787807814457e-17,1.0373646386341306e-15,1.0373646386341306e-15,0.05863690035602611,0.0,1.0,1.0,1.0,1.0,0.0010544782755653106,8.555185747596099,0.0,2.1474095559161483,0.0,0.05863690035602611,0.05863690035602611,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4219707837368105,0.8144013938336957,-0.6075693899031148,0.0,0.0,0.0,0.0,0.0,0.0,0.016063525006619686,0.0,-0.016063525006619686
53.0,estacionaria,TURNOVER_ATPM,r_4046,6.005843671376215,4.0586579997591485,0.0,0.0,6.005843671376215,4.0586579997591485,0.0,0.4872628449558667,6.005843671376203,4.060523707965555,1.0,0.12,True,True,5.551115123125783e-17,-1.9471856716170661,0.0,0.4872628449558667,1.0,1.0,1.0,1.0,1.0,0.0009701200135200856,8.639354991621623,0.0,2.1517349435924253,0.0,0.4872628449558667,0.4872628449558667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.005843671376203,4.060523707965555,-1.9453199634106477,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
54.0,,TURNOVER_ATPM,r_4046,5.955770121704961,4.024801577083063,0.0,0.0,5.955770121704961,4.024801577083063,1.3305347395919178e-15,0.48319223826026925,5.955770121704958,4.026601985502243,1.0,0.12,True,True,1.1102230246251565e-16,-1.9309685446218978,0.0,0.4831922382602679,1.0,1.0,1.0,1.0,1.0,0.0009701200135200856,9.234716850379032,0.0,2.1517349435924253,1.3305347395919178e-15,0.48319223826026925,0.4831922382602679,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.955770121704958,4.026601985502243,-1.9291681362027155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55.0,,TURNOVER_ATPM,r_4046,5.907033904165158,3.991849560209393,0.0,0.0,5.907033904165158,3.991849560209393,1.0005426889044966e-15,0.4792304345200692,5.907033904165155,3.9935869543339098,1.0,0.12,True,True,5.551115123125783e-17,-1.9151843439557652,0.0,0.4792304345200682,1.0,1.0,1.0,1.0,1.0,0.0009701200135200856,9.825114896683422,0.0,2.1517349435924253,1.0005426889044966e-15,0.4792304345200692,0.4792304345200682,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.907033904165155,3.9935869543339098,-1.9134469498312456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56.0,,TURNOVER_ATPM,r_4046,5.859576408556409,3.959762319545993,0.0,0.0,5.859576408556409,3.959762319545993,8.669882994904073e-16,0.47537266858513755,5.859576408556403,3.961438904876146,1.0,0.12,True,True,5.551115123125783e-17,-1.899814089010416,0.0,0.47537266858513666,1.0,1.0,1.0,1.0,1.0,0.0009701200135200856,10.4106817008425,0.0,2.1517349435924253,8.669882994904073e-16,0.47537266858513755,0.47537266858513666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.859576408556403,3.961438904876146,-1.8981375036802568,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
57.0,,TURNOVER_ATPM,r_4046,5.813342536386148,3.9285025992600158,0.0,0.0,5.813342536386148,3.9285025992600158,0.0,0.4716144604924332,5.8133425363861395,3.930120504103609,1.0,0.12,True,True,1.6653345369377348e-16,-1.8848399371261326,0.0,0.4716144604924332,1.0,1.0,1.0,1.0,1.0,0.0009701200135200856,10.991544023109675,0.0,2.1517349435924253,-9.84988447303685e-16,0.4716144604924332,0.4716144604924342,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.8133425363861395,3.930120504103609,-1.8832220322825304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
58.0,,TURNOVER_ATPM,r_4046,5.768280434049168,3.898035336959243,0.0,0.0,5.768280434049168,3.898035336959243,0.0,0.4679515938159974,5.768280434049165,3.899596615133311,1.0,0.12,True,True,1.1102230246251565e-16,-1.8702450970899251,0.0,0.4679515938159974,1.0,1.0,1.0,1.0,1.0,0.0009701200135200856,11.567823161801156,0.0,2.1517349435924253,-2.537621765505939e-16,0.4679515938159974,0.46795159381599766,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.768280434049165,3.899596615133311,-1.8686838189158546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
59.0,,TURNOVER_ATPM,r_4046,5.724341250373446,3.8683274998386388,0.0,0.0,5.724341250373446,3.8683274998386388,0.0,0.4643800959931946,5.7243412503734445,3.8698341332766213,1.0,0.12,True,True,5.551115123125783e-17,-1.8560137505348075,0.0,0.4643800959931946,1.0,1.0,1.0,1.0,1.0,0.0009701200135200856,12.13963527496303,0.0,2.1517349435924253,-1.3946237940419096e-15,0.4643800959931946,0.46438009599319596,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.7243412503734445,3.8698341332766213,-1.8545071170968233,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60.0,,TURNOVER_ATPM,r_4046,5.681478915944068,3.839347935542733,0.0,0.0,5.681478915944068,3.839347935542733,0.0,0.4608962204172453,5.681478915944067,3.8408018368103773,1.0,0.12,True,True,5.551115123125783e-17,-1.8421309804013353,0.0,0.4608962204172453,1.0,1.0,1.0,1.0,1.0,0.0009701200135200856,12.707091678003753,0.0,2.1517349435924253,-8.385632457739602e-33,0.4608962204172453,0.4608962204172453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.681478915944067,3.8408018368103773,-1.8406770791336893,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
61.0,,TURNOVER_ATPM,r_4046,5.639649941928817,3.8110672362060303,0.0,0.0,5.639649941928817,3.8110672362060303,0.0,0.45749643011151736,5.639649941928819,3.8124702509293114,1.0,0.12,True,True,0.0,-1.8285827057227868,0.0,0.45749643011151736,1.0,1.0,1.0,1.0,1.0,0.0009701200135200856,13.270299119450925,0.0,2.1517349435924253,-2.1289575855511944e-17,0.45749643011151736,0.45749643011151736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.639649941928819,3.8124702509293114,-1.8271796909995075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
62.0,,TURNOVER_ATPM,r_4046,5.598813236399342,3.783457614315867,0.0,0.0,5.598813236399342,3.783457614315867,0.0,0.4541773828228592,5.598813236399341,3.784811523523826,1.0,0.12,True,True,1.1102230246251565e-16,-1.8153556220834748,0.0,0.4541773828228592,1.0,1.0,1.0,1.0,1.0,0.0009701200135200856,13.829360036765554,0.0,2.1517349435924253,-1.1871451828671416e-15,0.4541773828228592,0.45417738282286035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.598813236399341,3.784811523523826,-1.8140017128755148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
63.0,,TURNOVER_ATPM,r_4046,5.558929936376626,3.7564927892008093,0.0,0.0,5.558929936376626,3.7564927892008093,0.0,0.4509359173903792,5.558929936376631,3.757799311586493,1.0,0.12,True,True,5.551115123125783e-17,-1.8024371471758167,0.0,0.4509359173903792,1.0,1.0,1.0,1.0,1.0,0.0009701200135200856,14.384372793948172,0.0,2.1517349435924253,-5.399438093456257e-15,0.4509359173903792,0.4509359173903846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.558929936376631,3.757799311586493,-1.8011306247901384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
64.0,,TURNOVER_ATPM,r_4046,5.519963254033148,3.7301478830853227,0.0,0.0,5.519963254033148,3.7301478830853227,0.0,0.44776904126250194,5.519963254033148,3.731408677187516,1.0,0.12,True,True,5.551115123125783e-17,-1.7898153709478253,0.0,0.44776904126250194,1.0,1.0,1.0,1.0,1.0,0.0009701200135200856,14.935431902495534,0.0,2.1517349435924253,-2.175169977832446e-16,0.44776904126250194,0.44776904126250217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.519963254033148,3.731408677187516,-1.7885545768456321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
65.0,,TURNOVER_ATPM,r_4046,5.481878335661461,3.7043993257715817,0.0,0.0,5.481878335661461,3.7043993257715817,0.0,0.44467391904962333,5.481878335661458,3.705615992080194,1.0,0.12,True,True,1.1102230246251565e-16,-1.7774790098898796,0.0,0.44467391904962333,1.0,1.0,1.0,1.0,1.0,0.0009701200135200856,15.482628227111274,0.0,2.1517349435924253,-4.205560986140775e-16,0.44467391904962333,0.4446739190496238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.481878335661458,3.705615992080194,-1.776262343581264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66.0,,TURNOVER_ATPM,r_4046,5.44464213217496,3.679224767113938,0.0,0.0,5.44464213217496,3.679224767113938,1.4405387610984867e-16,0.44164786201220957,5.444642132174958,3.680398850101746,1.0,0.12,True,True,5.551115123125783e-17,-1.7654173650610216,0.0,0.4416478620122094,1.0,1.0,1.0,1.0,1.0,0.0009701200135200856,16.02604917743606,0.0,2.1517349435924253,1.4405387610984867e-16,0.44164786201220957,0.4416478620122094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.444642132174958,3.680398850101746,-1.764243282073212,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
67.0,,TURNOVER_ATPM,r_4046,5.408223280041426,3.6546029965437237,0.0,0.0,5.408223280041426,3.6546029965437237,0.0,0.4386883183952355,5.408223280041427,3.655735986626962,1.0,0.12,True,True,5.551115123125783e-17,-1.7536202834977024,0.0,0.4386883183952355,1.0,1.0,1.0,1.0,1.0,0.0009701200135200856,16.565778886940436,0.0,2.1517349435924253,0.0,0.4386883183952355,0.4386883183952355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.408223280041427,3.655735986626962,-1.752487293414465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
68.0,,TURNOVER_ATPM,r_4046,5.372591991669845,3.630513868982172,0.0,0.0,5.372591991669845,3.630513868982172,0.0,0.4357928645294993,5.372591991669844,3.6316072044124934,1.0,0.12,True,True,1.1102230246251565e-16,-1.7420781226876727,0.0,0.4357928645294993,1.0,1.0,1.0,1.0,1.0,0.0009701200135200856,17.101898380014543,0.0,2.1517349435924253,-9.6849146276888e-16,0.4357928645294993,0.4357928645295002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.372591991669844,3.6316072044124934,-1.7409847872573505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
