t_h,X_gDW_L,N_gN_L,N_free_gN_L,N_from_AA_gN_L,N_rec_gN_L,N_in_Prot_gN_L,N_total_system_gN_L,G_g_L,F_g_L,E_g_L,O2_g_L,Prot_g_L,Carb_g_L,P_frac_gProt_gDW,C_frac_gCarb_gDW,GAM_mmol_gDW,AA_phe_mmol_L,AA_phe_g_L,AA_leu_mmol_L,AA_leu_g_L,AA_val_mmol_L,AA_val_g_L,AA_met_mmol_L,AA_met_g_L,AA_tyr_mmol_L,AA_tyr_g_L,pea_g_L,pea_mg_L,isoamyl_g_L,isoamyl_mg_L,isobutanol_g_L,isobutanol_mg_L,methionol_g_L,methionol_mg_L,tyrosol_g_L,tyrosol_mg_L
10.0,1.2814479126437912,0.065462879165714,0.031006898605533448,0.034455980560180545,0.02977405495718373,0.184609834943542,0.27984676906643974,105.869789593387,107.89959320305603,2.8574562442360625,0.0,1.1538114683971374,0.45930289819632913,0.9003966973707707,0.3584249454577739,60.503186642675466,0.4341713685393625,0.0717207683690173,0.4341713685393625,0.056950258411308186,0.43564500743211443,0.05103581262067221,0.7217523997777088,0.10769267557083194,0.4341713685393625,0.07866751026564708,0.054382288488945635,54.38228848894563,0.0,0.0,0.009425671480325764,9.425671480325764,0.0,0.0,0.06545614595697676,65.45614595697675
11.0,1.3857413578829065,0.05605330069600397,0.024353798580637867,0.0316995021153661,0.03531235000548999,0.20251143952837536,0.2938770902298693,105.27712650006146,107.58606708251936,3.2640454144691766,0.0,1.2656964970523459,0.4955949584438202,0.9133713804905401,0.35763885924641453,60.91369359174353,0.3994376590562135,0.06598310689949591,0.3994376590562135,0.05239423773840352,0.4007934068375453,0.04695294761101843,0.6640122077954921,0.09907726152516538,0.3994376590562135,0.07237410944439532,0.05666596058307083,56.66596058307083,0.0,0.0,0.009425671480325764,9.425671480325764,0.0,0.0,0.06856670455349495,68.56670455349494
12.0,1.4875496348692654,0.046879272112716884,0.017715730166580068,0.029163541946136816,0.04138769319134125,0.21920595264889564,0.30747291795295373,104.71631057442427,107.2551650203776,3.6647258728173675,0.0,1.3700372040555977,0.5307860461365538,0.9210026824926784,0.3568190490552622,61.15514091445629,0.3674826463317164,0.06070445834753623,0.3674826463317164,0.04820269871933124,0.3687299342905416,0.04319671180213695,0.6108912311718527,0.09115108060315215,0.3674826463317164,0.0665841806888437,0.05865685730600847,58.65685730600847,0.0,0.0,0.009425671480325764,9.425671480325764,0.0,0.0,0.07133358708029393,71.33358708029392
13.0,1.5833755512355576,0.03826841846968072,0.011437959879234856,0.026830458590445867,0.04796387177080812,0.23391867836935012,0.320150968609839,104.20949882435181,106.9119435521804,4.047518731909896,0.0,1.4619917398084383,0.5635877049613991,0.9233385842465487,0.3559406386700956,61.229046681052075,0.3380840346251791,0.055848101679733336,0.3380840346251791,0.044346482821784744,0.3392315395472983,0.039740974857965995,0.5620199326781045,0.08385899415489997,0.3380840346251791,0.0612574462337362,0.06044785116575342,60.44785116575342,0.0,0.0,0.009425671480325764,9.425671480325764,0.0,0.0,0.07384411673716064,73.84411673716063
14.0,1.6677568286573936,0.030731518889557177,0.006047496986346976,0.0246840219032102,0.05498143212188862,0.24544299103216374,0.33115594204360954,103.7913980015007,106.56440259814347,4.393609603239893,0.0,1.5340186939510234,0.5919908390826714,0.9198095715104735,0.3549623235896123,61.11739198874586,0.31103731185516476,0.051380253545354665,0.31103731185516476,0.04079876419604196,0.31209301638351444,0.03656169686932872,0.5170583380638561,0.07715027462250798,0.31103731185516476,0.0563568505350373,0.06216656735029113,62.16656735029113,0.0,0.0,0.009425671480325764,9.425671480325764,0.0,0.0,0.07621496957301728,76.21496957301729
15.0,1.7335400859557923,0.024936602922520836,0.0022273027715674484,0.022709300150953387,0.06234472185285353,0.25221945525094397,0.33950078002631834,103.50726878864836,106.22346986091131,4.67822324867665,0.0,1.5763715953183997,0.6133706900876655,0.9093366851388744,0.35382550138693897,60.78603957014298,0.2861543269067516,0.04726983326172629,0.2861543269067516,0.03753486306035861,0.2871255750728333,0.03363676111978242,0.47569367101874765,0.07097825265270734,0.2861543269067516,0.051848302492234315,0.06397040920801522,63.97040920801522,0.0,0.0,0.009425671480325764,9.425671480325764,0.0,0.0,0.07858793594220541,78.5879359422054
16.0,1.7761744094740772,0.021307226856496157,0.00041467071761904406,0.020892556138877114,0.06991130551038184,0.2533511522910323,0.34456968465791027,103.38414943538658,105.89806413156015,4.885479215053546,0.0,1.5834447018189517,0.6260785363389926,0.8914916763651648,0.3524870829122989,60.28474748961687,0.2632619807542115,0.0434882466007882,0.2632619807542115,0.03453207401552992,0.2641555290670067,0.030945820230199834,0.4376381773372478,0.06529999244049074,0.2632619807542115,0.04770043829285558,0.06596603902823481,65.9660390282348,0.0,0.0,0.009425671480325764,9.425671480325764,0.0,0.0,0.0810605991454108,81.0605991454108
17.0,1.8020222124837038,0.019245739224101017,2.458757633407271e-05,0.019221151647766943,0.07751184007911281,0.2505219087438949,0.34727948804710873,103.37488932746572,105.58457971218871,5.036693265671331,0.0,1.565761929649343,0.6325118307708594,0.8688915812481988,0.35100112883685075,59.84978621694576,0.24220102229387455,0.04000918687272514,0.24220102229387455,0.031769508094287524,0.24302308674164613,0.028470154611783847,0.402627123150268,0.06007599304525149,0.24220102229387455,0.043884403229427126,0.06805335841976283,68.05335841976283,0.0,0.0,0.009757427757633729,9.75742775763373,0.0,0.0,0.08355196971606925,83.55196971606925
18.0,1.8223969891214815,0.017683915243480473,4.557275348866223e-07,0.017683459515945587,0.08502749734142966,0.24651318976044345,0.3492246023453536,103.36895724568019,105.30822506259636,5.169791408505827,0.0,1.5407074360027715,0.6368879389729828,0.8454290943190685,0.3494781558435332,59.39822735748491,0.22282494051036458,0.036808451922907125,0.22282494051036458,0.029227947446744524,0.22358123980231445,0.02619254224284114,0.37041695329824653,0.05526991360163137,0.22282494051036458,0.040373650971072955,0.07003767833784477,70.03767833784477,0.0,0.0,0.01022528774781523,10.22528774781523,0.0,0.0,0.08589915236888422,85.89915236888422
19.0,1.8411563696302509,0.016268785349202213,2.5945322720414666e-09,0.01626878275466994,0.09242289303424296,0.24226741940567642,0.3509590977891216,103.36349548374767,105.04365637074517,5.297573367148624,0.0,1.5141713712854776,0.6406444700663625,0.8224023750842848,0.34795766434277364,58.95505528002391,0.2049989452695354,0.03386377576907455,0.2049989452695354,0.026889711651004962,0.20569474061812928,0.024097138863413848,0.3407835970343868,0.05084832051350086,0.2049989452695354,0.03714375889338712,0.0718629785815226,71.8629785815226,0.0,0.0,0.010655022260947226,10.655022260947225,0.0,0.0,0.08805832429848796,88.05832429848796
20.0,1.8586691924691177,0.014967280134296344,0.0,0.014967280134296344,0.09969091561641326,0.23787905514163704,0.3525372508923466,103.3583966549741,104.7882531221138,5.421255534083492,0.0,1.4867440946352315,0.6439209921664114,0.7998970987732311,0.34644195684494317,58.521918889428704,0.18859902964797257,0.03115467370754859,0.18859902964797257,0.024738534718924562,0.18923916136867894,0.022169367754340738,0.3135209092716359,0.046780454872420794,0.18859902964797257,0.034172258181916146,0.07353747834962465,73.53747834962465,0.0,0.0,0.011038236888335135,11.038236888335135,0.0,0.0,0.0900406477268791,90.0406477268791
21.0,1.875040214069832,0.013769897723552638,0.0,0.013769897723552638,0.10682728727066237,0.2333775588576066,0.3539747438518216,103.35363025970142,104.54121556638346,5.541190666078234,0.0,1.4586097428600413,0.6467586651978436,0.7779085119961691,0.34493055687271595,58.09872670199361,0.17351110727613475,0.0286622998109447,0.17351110727613475,0.022759451941410595,0.17410002845918462,0.02039581833399348,0.288439236529905,0.04303801848262713,0.17351110727613475,0.031438477527362854,0.07507314712889104,75.07314712889104,0.0,0.0,0.011378412883823807,11.378412883823806,0.0,0.0,0.09186018908157116,91.86018908157116
22.0,1.8903612101920917,0.012668305905668427,0.0,0.012668305905668427,0.11382861403639057,0.22878832899175028,0.35528524893380925,103.3491695775723,104.3018709343379,5.657688271406883,0.0,1.4299270561984392,0.6491936404370906,0.7564305956389864,0.3434230648285054,57.68536287389048,0.15963021869404398,0.026369315826069127,0.15963021869404398,0.02093869578609775,0.16017202618244986,0.018764152867274002,0.2653640976075126,0.03959497700401696,0.15963021869404398,0.028923399325173828,0.07648108328722975,76.48108328722975,0.0,0.0,0.011678972720361808,11.678972720361807,0.0,0.0,0.09352996394095105,93.52996394095105
23.0,1.9047165886161816,0.011654841433214953,0.0,0.011654841433214953,0.12069226390614307,0.2241341538769064,0.35648125921626445,103.34499003340414,104.06958483129647,5.77103302872647,0.0,1.400838461730665,0.6512591622518185,0.7354576896652142,0.34191919477373406,57.281718472097,0.14685980119852046,0.024259770559983594,0.14685980119852046,0.01926360012320993,0.14735826408785388,0.017263020637892083,0.2441349697989116,0.0364273788436956,0.14685980119852046,0.02660952737915992,0.07777149781014504,77.77149781014505,0.0,0.0,0.011943066311025487,11.943066311025486,0.0,0.0,0.09506194705669278,95.06194705669279
24.0,1.9181840105140693,0.010722454118557758,0.0,0.010722454118557758,0.12741628852245027,0.21943544824656125,0.35757419088756925,103.34106901627798,103.84377354137168,5.881486871889382,0.0,1.3714715515410079,0.6529858125427779,0.7149843518784501,0.34041875490755397,56.88768875613924,0.13511101710263881,0.022318988915184905,0.13511101710263881,0.017722512113353135,0.13556960296082557,0.015881978986860716,0.22460417221499868,0.03351318853619995,0.13511101710263881,0.024480765188827126,0.07895378469129169,78.95378469129169,0.0,0.0,0.012173591288590607,12.173591288590607,0.0,0.0,0.09646715510298312,96.46715510298313
25.0,1.9308349221482872,0.009864657789073136,0.0,0.009864657789073136,0.1339993519698471,0.21471046051568496,0.3585744702746052,103.33738572473521,103.62390001146181,5.989290796517108,0.0,1.341940378223031,0.6544017207847247,0.6950052346939946,0.33892163088526683,56.50317080643944,0.12430213573442771,0.020533469801970114,0.12430213573442771,0.016304711144284882,0.12472403472395953,0.01461142066791186,0.20663583843779879,0.030832133453303958,0.12430213573442771,0.022522303973720955,0.08003658644270804,80.03658644270804,0.0,0.0,0.012373213571486606,12.373213571486605,0.0,0.0,0.09775572345270266,97.75572345270265
26.0,1.942735054724912,0.009075485165947285,0.0,0.009075485165947285,0.14044066578531766,0.20997546536753553,0.35949161631880044,103.33392102124628,103.40947015657994,6.094666525357165,0.0,1.312346658547097,0.6555327612341523,0.675514993851245,0.33742777206795943,56.12806176739541,0.11435796487567348,0.018890792217812504,0.11435796487567348,0.015000334252742092,0.11474611194604277,0.01344250701447891,0.19010497136277488,0.02836556277703964,0.11435796487567348,0.020720519655823277,0.0810278541633579,81.0278541633579,0.0,0.0,0.012544385773882795,12.544385773882794,0.0,0.0,0.09893697663846793,98.93697663846793
27.0,1.9539448815990927,0.008349446352671501,0.0,0.008349446352671501,0.14673992974634373,0.20524493963748044,0.36033431573649566,103.33065729909602,103.20002937602938,6.197818060928795,0.0,1.2827808727342527,0.6564027333714284,0.6565082182279549,0.3359371799854629,55.7622574965862,0.10520932768561961,0.017379528840387504,0.10520932768561961,0.013800307512522725,0.10556642299035934,0.012367106453320597,0.17489657365375288,0.02609631775487647,0.10520932768561961,0.019062878083357417,0.08193490285215749,81.93490285215749,0.0,0.0,0.01268936426998082,12.689364269980821,0.0,0.0,0.10001949321983616,100.01949321983616
28.0,1.9645200389041422,0.007681490644457781,0.0,0.007681490644457781,0.15289727793546815,0.2005317234966282,0.3611104920765541,103.32757835991825,102.99515940711322,6.298933100882075,0.0,1.2533232718539262,0.6570335279074396,0.6379793776769317,0.3344498986500281,55.40565156083759,0.09679258147077004,0.015989166533156504,0.09679258147077004,0.012696282911520907,0.09712110915113059,0.01137773793705495,0.16090484776145264,0.02400861233448635,0.09679258147077004,0.01753784783668882,0.08276446229596011,82.76446229596012,0.0,0.0,0.012810224893163519,12.81022489316352,0.0,0.0,0.10101116546113359,101.01116546113359
29.0,1.9745117125303,0.007066971392901158,0.0,0.007066971392901158,0.158913229640367,0.19584716813331668,0.36182736916658487,103.32466930102753,102.79447542776741,6.398184341306807,0.0,1.2240448008332292,0.6574452795095809,0.6199227854995292,0.3329660063991603,55.058134513987184,0.08904917495310843,0.014710033210503983,0.08904917495310843,0.011680580278599233,0.08935142041904014,0.010467518902090552,0.14803245994053643,0.022087923347727443,0.08904917495310843,0.016134820009753716,0.08352272388650216,83.52272388650216,0.0,0.0,0.012908877379211878,12.908877379211878,0.0,0.0,0.10191925423505743,101.91925423505744
30.0,1.9839669941451976,0.006501613681469066,0.0,0.006501613681469066,0.1647886446843665,0.19120127103389067,0.36249152939972623,103.32191641176439,102.59762334315909,6.495730681212161,0.0,1.1950079439618166,0.6576565073095451,0.602332572814142,0.3314856090097909,54.719593403580625,0.08192524095685975,0.013533230553663664,0.08192524095685975,0.010746133856311294,0.08220330678551693,0.00963011738992331,0.13618986314529352,0.020320889479909246,0.08192524095685975,0.014844034408973418,0.08421538369199322,84.21538369199322,0.0,0.0,0.012987078654064501,12.9870786540645,0.0,0.0,0.10275043953398973,102.75043953398972
31.0,1.9929292087326869,0.005981484586951541,0.0,0.005981484586951541,0.17052468281538322,0.186602799875342,0.3631089672776768,103.31930707813302,102.40427738344974,6.5917183199539,0.0,1.1662674992208875,0.6576842441703684,0.585202672583901,0.33000883387553587,54.38991146346873,0.07537122168031098,0.01245057210937057,0.07537122168031098,0.009886443147806392,0.07562704224267558,0.008859707998729444,0.12529467409367004,0.018695218321516507,0.07537122168031098,0.013656511656255544,0.08484768208297912,84.84768208297912,0.0,0.0,0.01304644505855628,13.04644505855628,0.0,0.0,0.10351086694040605,103.51086694040605
32.0,2.0014382159285655,0.005502965819995417,0.0,0.005502965819995417,0.1761227668116435,0.18205940596066225,0.3636851385923011,103.31682969506782,102.21430634244028,6.686325817092852,0.0,1.137871287254139,0.6575441556119916,0.5685268114690338,0.3285358250776303,54.06896795699808,0.0693415239458861,0.011454526340620923,0.0693415239458861,0.009095527695981879,0.06957687886326153,0.008150931358831088,0.11527110016617642,0.017199600855795184,0.0693415239458861,0.0125639907237551,0.08542444018813579,85.42444018813579,0.0,0.0,0.013088463595177856,13.088463595177856,0.0,0.0,0.10420619037965148,104.20619037965147
33.0,2.009530687249443,0.005062728554395784,0.0,0.005062728554395784,0.18158454899046336,0.17757772805259603,0.3642250055974552,103.3144735857187,102.02743613443813,6.779686928386764,0.0,1.1098608003287251,0.6572506492226563,0.5522985079903675,0.3270667392107717,53.7566381416658,0.06379420203021521,0.010538164233371252,0.06379420203021521,0.00836788548030333,0.0640107285542006,0.007498856850124601,0.1060494121528823,0.01582363278733157,0.06379420203021521,0.011558871465854693,0.08595009343359965,85.95009343359965,0.0,0.0,0.01311450227509431,13.11450227509431,0.0,0.0,0.10484161145249447,104.84161145249448
34.0,2.0172403611433025,0.0046577102700441205,0.0,0.0046577102700441205,0.18691188083204124,0.17316348739236073,0.3647330784944461,103.31222892719354,101.8433996590477,6.871911312893462,0.0,1.0822717962022546,0.656816975317271,0.5365110757494759,0.32560174184944907,53.45279333109454,0.058690665867797996,0.009695111094701551,0.058690665867797996,0.007698454641879063,0.05888987026986456,0.006898948302114633,0.09756545918065171,0.014557742164345043,0.058690665867797996,0.010634161748586318,0.08642872239915149,86.42872239915148,0.0,0.0,0.013125819637402215,13.125819637402214,0.0,0.0,0.10542191562107639,105.4219156210764
35.0,2.0245982776360156,0.004285093448440591,0.0,0.004285093448440591,0.19210678545381207,0.1688215746263259,0.3652134535285786,103.31008668224128,101.66193599390549,6.963098317932405,0.0,1.055134841414537,0.6562553195429885,0.5211576306616962,0.3241410045598047,53.15730103423896,0.053995412598374155,0.008919502207125427,0.053995412598374155,0.007082578270528738,0.05417868064827539,0.006347032437945463,0.08976022244619956,0.013393122791197438,0.053995412598374155,0.009783428808699413,0.08686408120590565,86.86408120590565,0.0,0.0,0.013125819637402215,13.125819637402214,0.0,0.0,0.10595150549998505,105.95150549998506
36.0,2.0316329942061433,0.0039422859725653445,0.0,0.0039422859725653445,0.19717143269260184,0.1645561293051863,0.3656698479703535,103.30803853640028,101.48274979263336,7.0533337059030785,0.0,1.0284758081574144,0.6555768880762207,0.5062311013310203,0.3226847023777472,52.87002515506093,0.049675779590504225,0.008205942030555392,0.049675779590504225,0.006515972008886439,0.04984438619641336,0.0058392698429098255,0.0825794046505036,0.012321672967901643,0.049675779590504225,0.00900075450400346,0.08725962363298397,87.25962363298396,0.0,0.0,0.013125819637402215,13.125819637402214,0.0,0.0,0.10643443148404239,106.43443148404239
37.0,2.0383707843897456,0.0036269030947601168,0.0,0.0036269030947601168,0.20210811657175742,0.16037061256639434,0.36610563223291187,103.30607684017491,101.30563960107024,7.142703586359236,0.0,1.0023163285399646,0.6547919860037725,0.4917242418385826,0.32123301168673607,52.590826238656604,0.04570171722326389,0.007549466668110962,0.04570171722326389,0.0059946942481755245,0.0458568353007003,0.00537212825547704,0.07597305227846331,0.01133593913046951,0.04570171722326389,0.008280694143683183,0.08761852714485587,87.61852714485586,0.0,0.0,0.013125819637402215,13.125819637402214,0.0,0.0,0.106874419925869,106.874419925869
38.0,2.04483582049682,0.003336750847179307,0.0,0.003336750847179307,0.20691923494874925,0.15626787356118305,0.3665238593571116,103.30419455583798,101.13042005776407,7.23128719237913,0.0,0.9766742097573939,0.653910089433371,0.47762964633517524,0.3197861084390115,52.31956175210387,0.042045579845402775,0.006945509334662084,0.042045579845402775,0.0055151187083214825,0.04218828847664427,0.0049423579950388765,0.06989520809618624,0.01042906400003195,0.042045579845402775,0.0076182386121885284,0.08794371499649113,87.94371499649114,0.0,0.0,0.013125819637402215,13.125819637402214,0.0,0.0,0.1072748990592436,107.27489905924361
39.0,2.051050341710412,0.003069810779404962,0.0,0.003069810779404962,0.21160727115558475,0.15225021014203682,0.36692729207702657,103.30238520848894,100.95692059657952,7.319157435785834,0.0,0.9515638133877301,0.6529399118352334,0.46393976492756483,0.3183441666725419,52.056086390210346,0.03868193345777055,0.0063898685878891175,0.03868193345777055,0.005073909211655764,0.03881322539851273,0.004546969355435766,0.06430359144849133,0.009594738880029393,0.03868193345777055,0.007008779523213446,0.08823787657010049,88.23787657010048,0.0,0.0,0.013125819637402215,13.125819637402214,0.0,0.0,0.10763902284859361,107.63902284859361
40.0,2.0570348087378116,0.002824225917052565,0.0,0.002824225917052565,0.21617477745984587,0.14831942428466613,0.36731842766156453,103.30064284102743,100.78498426628961,7.406381411202678,0.0,0.9269964017791632,0.651889465076195,0.4506469204320196,0.31690735728297753,51.80025239795157,0.035587378781148905,0.005878679100857988,0.035587378781148905,0.004667996474723302,0.03570816736663171,0.004183211807000905,0.05915930413261203,0.008827159769627042,0.035587378781148905,0.00644807716135637,0.08850348608493691,88.50348608493691,0.0,0.0,0.013125819637402215,13.125819637402214,0.0,0.0,0.10796969293052658,107.96969293052658
41.0,2.0628080460896485,0.0025982878436883595,0.0,0.0025982878436883595,0.22062436018838585,0.14447687268009188,0.36769952071216605,103.29896197272897,100.6144666413352,7.493020861454014,0.0,0.9029804542505743,0.6507661155709937,0.4377433256391958,0.31547584701572945,51.55190990275093,0.03274038847865699,0.005408384772789349,0.03274038847865699,0.004294556756745438,0.032851513977301176,0.003848554862440833,0.05442655980200306,0.008120986988056878,0.03274038847865699,0.00593223098844786,0.08874281981031269,88.7428198103127,0.0,0.0,0.013125819637402215,13.125819637402214,0.0,0.0,0.1082695788000389,108.2695788000389
42.0,2.068387372976663,0.0023904248161932913,0.0,0.0023904248161932913,0.2249586663687886,0.1407235128970952,0.3680726040820771,103.29733756113465,100.44523481972378,7.579132605733924,0.0,0.879521955606845,0.6495766359413341,0.4252211007946278,0.3140497976481619,51.31090725090907,0.03012115740036443,0.0049757139909662,0.03012115740036443,0.003950992216205803,0.03022339285911708,0.0035406704734455663,0.050072435017842816,0.007471308029012327,0.03012115740036443,0.005457652509372031,0.08895797190157526,88.95797190157525,0.0,0.0,0.013125819637402215,13.125819637402214,0.0,0.0,0.10854113638182795,108.54113638182795
43.0,2.073788723734736,0.0021991908308978277,0.0,0.0021991908308978277,0.22918037175570147,0.13705994548278275,0.3684395080693821,103.29576496698951,100.27717226673487,7.664770748174276,0.0,0.8566246592673921,0.6483272525421144,0.41307229105030335,0.31262936533598573,51.07709134347673,0.02771146480833528,0.0045776568716889045,0.02771146480833528,0.003634912838909339,0.027805521430387715,0.003257416835569921,0.04606664021641539,0.006873603386691341,0.02771146480833528,0.005021040308622269,0.08915086896920477,89.15086896920477,0.0,0.0,0.013125819637402215,13.125819637402214,0.0,0.0,0.1087866251158992,108.7866251158992
44.0,2.0790267586159215,0.002023255564426002,0.0,0.002023255564426002,0.23329217012018494,0.13348645233913028,0.3688018780237412,103.29423992198592,100.11013555578722,7.749980296208585,0.0,0.8342903271195642,0.6470236891854425,0.40128888368660515,0.31121470010140134,50.850307967708154,0.025494547623668457,0.004211444321953793,0.025494547623668457,0.0033441198117965918,0.025581079715956696,0.002996823488724327,0.04238130899910216,0.006323715115756034,0.025494547623668457,0.004619357083932487,0.08932328348238397,89.32328348238397,0.0,0.0,0.013125819637402215,13.125819637402214,0.0,0.0,0.10900812367632468,109.00812367632467
