t_h,mode,objective_id,score,s_mu,s_yan,s_sugar,s_turnover,yan_gN_L,glu_g_L,fru_g_L,sugar_total_g_L,mu_baseline,cap_active,cap_target,cap_applied,cap_relaxed,cap_omitted,v_ADH_baseline,floor_value,floor_applied,floor_relaxed,floor_omitted,status_baseline,status_pairwise,status_v2,mu_v2,obj_baseline,obj_v2,v_eth_baseline,v_eth_v2,v_ADH_v2,v_PDC_v2,v_r0179_baseline,v_r0179_v2,v_r0181_baseline,v_r0181_v2,v_r1865_baseline,v_r1865_v2,v_r1862_baseline,v_r1862_pairwise,v_r1862_v2,v_r0160_v2,v_r1862_v1,v_r1865_v1,v1_active,X_gDW_L,E_g_L
10.0,BIOMASS,r_2111,0.33077126644770927,0.10274546863710791,0.00010363217502132953,0.9997217873469014,0.0,0.0658727953455326,105.84858786741187,107.88834305509906,213.7369309225109,0.08611808047909258,True,r_2115,5.0,False,False,7.317607094950829,0.012102270830818142,0.012102270830818142,False,False,optimal,optimal,optimal,0.06948642400157364,0.08611808047909258,0.06948642400157364,7.353558296639106,5.089451325253756,5.0,5.859583392282668,0.0,0.012102270830818138,0.0,0.0,0.0,0.01120580632483161,0.0,0.0,0.0008964645059865287,0.0008964645059865285,,,,1.296405028002708,2.88914029772681
11.0,BIOMASS,r_2111,0.3488398000676055,0.16234455034294634,0.0007464296210131993,0.9997083535947252,0.0,0.055997312578535866,105.22217246744225,107.57136236005917,212.79353482750142,0.07734809878928695,True,r_2115,5.0,False,False,6.763044990765733,0.011796096312134697,0.011796096312134697,False,False,optimal,optimal,optimal,0.06812650728304852,0.07734809878928695,0.06812650728304852,6.7235865524621845,5.098245414871195,5.0,5.800849651676536,0.0,0.011796096312134699,0.0,0.0,0.0,0.01092231140012472,0.0,0.0,0.0008737849120099776,0.0008737849120099776,,,,1.4079372966252106,3.3270761464131784
12.0,BIOMASS,r_2111,0.3809623196030493,0.26509424801746334,0.005085770605544495,0.999694380053823,0.0,0.04638104984482068,104.62118493925743,107.23606640555803,211.85725134481547,0.06699428077904748,True,r_2115,5.0,False,False,5.947896113763565,0.01132962150128665,0.01132962150128665,False,False,optimal,optimal,optimal,0.06602008413205845,0.06699428077904748,0.06602008413205845,5.913744753105518,5.109236178867688,5.0,5.730735536400431,0.0,0.011329621501286654,0.0,0.0,0.0,0.010490390278969123,0.0,0.0,0.0008392312223175299,0.0008392312223175298,,,,1.5167296684605922,3.75239997439767
13.0,BIOMASS,r_2111,0.4417241190093371,0.4430587815463905,0.029674401792091545,0.9996805466926416,0.0,0.037436734508927275,104.08323428100734,106.88836438572311,210.97159866673044,0.05381262084992465,True,r_2115,4.140843518517533,False,False,4.871580610020628,0.010759473265721655,0.010759473265721655,False,False,optimal,optimal,optimal,0.05381262084992552,0.05381262084992465,0.05381262084992552,4.843271606131739,4.129298737913101,4.140843518517533,4.993067961536025,0.0,0.010759473265721655,0.0,0.0,0.0,0.009962475246038572,0.0,0.0,0.0007969980196830856,0.0007969980196830856,,,,1.6182402695220792,4.155619625733597
14.0,BIOMASS,r_2111,0.5416681303261527,0.6828797447685382,0.12301283593383967,0.9996678537181306,0.0,0.02982101824483631,103.65410950839411,106.53794802345276,210.19205753184687,0.03721603801778905,True,r_2115,3.119167219346011,False,False,3.6696084933482487,0.00993854985810458,0.00993854985810458,False,False,optimal,optimal,optimal,0.0372160380177892,0.03721603801778905,0.0372160380177892,3.649808973092203,3.1111830143937973,3.119167219346011,3.7383673184981387,0.0,0.009938549858104584,0.0,0.0,0.0,0.009202360979726466,0.0,0.0,0.0007361888783781172,0.0007361888783781172,,,,1.7052349378398846,4.511815623516122
15.0,BIOMASS,r_2111,0.6439055743041266,0.8517393553203941,0.294954875881062,0.9996576831456324,0.0,0.02435719712540861,103.39088471481531,106.19774327713093,209.58862799194623,0.02086152130804995,True,r_2115,2.301584667977913,False,False,2.7077466682093094,0.008717665867317004,0.008717665867317004,False,False,optimal,optimal,optimal,0.02086152130804786,0.02086152130804995,0.02086152130804786,2.7032711068489395,2.2749870290706973,2.301584667977913,2.5054711809935517,0.0,0.008717665867317004,0.0,0.0,0.0,0.008071912840108336,0.0,0.0,0.000645753027208667,0.0006457530272086668,,,,1.7686335640275206,4.7895578947044255
16.0,BIOMASS,r_2111,0.7013831720012683,0.9034034195781872,0.43488982031409573,0.9996506667786113,0.0,0.021309640040282435,103.3074301927392,105.87526796627812,209.18269815901732,0.012739568879781511,True,r_2115,1.5747543375380433,False,False,1.8526521618094627,0.0064970952493246395,0.0064970952493246395,False,False,optimal,optimal,optimal,0.012739568879780939,0.012739568879781511,0.012739568879780939,1.8499190570955646,1.5747543375380433,1.5747543375380433,1.7750772148189602,0.0,0.006497095249324641,0.0,0.0,0.0,0.006015828934559851,0.0,0.0,0.0004812663147647882,0.0004812663147647881,,,,1.8054930544228265,4.978624308468819
17.0,BIOMASS,r_2111,0.7304858170125804,0.9112896439596653,0.5240177582260669,0.9996453211895358,0.0,0.019519274864233348,103.30074012808079,105.57812378316193,208.87886391124272,0.011175264144128425,True,r_2115,1.4858345978305179,False,False,1.748040703330021,0.00638459470671638,0.00638459470671638,False,False,optimal,optimal,optimal,0.011175264144128364,0.011175264144128425,0.011175264144128364,1.7456431993485602,1.4834369820964184,1.4858345978305179,1.6636601174314816,0.0,0.006384594706716382,0.0,0.0,0.0003209185558062573,0.005911661765478132,0.0,2.3771744874537705e-05,0.0004729329412382505,0.00047293294123825044,,,,1.828471256348483,5.121366986397811
18.0,BIOMASS,r_2111,0.7547269677294283,0.9153993386369158,0.6007169812592209,0.9996402392019574,0.0,0.017957732875094678,103.29479685372742,105.29943058053088,208.5942274342583,0.010309694639637173,True,r_2115,1.4506244123057683,False,False,1.706616955653845,0.006440149200081274,0.006440149200081274,False,False,optimal,optimal,optimal,0.010309694639638075,0.010309694639637173,0.010309694639638075,1.7011320352076253,1.4484123469830785,1.4506244123057683,1.5987595000553512,0.0,0.006440149200081274,0.0,0.0,0.0002960621128847518,0.005963101111186363,0.0,0.0002488288838809899,0.00047704808889490906,0.00047704808889490906,,,,1.848884475826054,5.255617043909848
19.0,BIOMASS,r_2111,0.7757529963840665,0.918957197155122,0.6672508481383117,0.9996352759867875,0.0,0.016521114245087103,103.28925269902814,105.03084386166307,208.3200965606912,0.009528964991198716,True,r_2115,1.4237178404443733,False,False,1.6749621652286746,0.006496784592530441,0.006496784592530441,False,False,optimal,optimal,optimal,0.0095289649911987,0.009528964991198716,0.0095289649911987,1.6693391014076846,1.4216732897806599,1.4237178404443733,1.5332342510623072,0.0,0.006496784592530442,0.0,0.0,0.00027364200468680443,0.006015541289380037,0.0,0.0002198708376867898,0.000481243303150403,0.00048124330315040296,,,,1.867926848761418,5.385345030590177
20.0,BIOMASS,r_2111,0.7934486827876412,0.9220536948534672,0.7231448252259328,0.9996304225460705,0.0,0.015199425105480132,103.28407561328655,104.77153589802454,208.0556115113111,0.008823612247504211,True,r_2115,1.4161301051903372,False,False,1.666035417870985,0.006609568038936453,0.006609568038936453,False,False,optimal,optimal,optimal,0.008823612247504354,0.008823612247504211,0.008823612247504354,1.6595079799244687,1.4142368961908656,1.4161301051903372,1.4657789524714138,0.0,0.006609568038936453,0.0,0.0,0.0002533864849137591,0.006119970406422641,0.0,0.00019370859653724176,0.0004895976325138113,0.0004895976325138112,,,,1.8857084588998365,5.510922511752093
21.0,BIOMASS,r_2111,0.8080498937610553,0.9247616342333594,0.7691123413874459,0.9996256702493788,0.0,0.013983471097041723,103.27923610979015,104.520745150695,207.79998126048514,0.008185421205673855,True,r_2115,1.415080472493393,False,False,1.66480055587458,0.006726209561539001,0.006726209561539001,False,False,optimal,optimal,optimal,0.00818542120567397,0.008185421205673855,0.00818542120567397,1.6589966474050548,1.4038317164542609,1.415080472493393,1.4175721951392695,0.0,0.006726209561539012,0.0,0.0,0.00023505963869059268,0.006227971816239825,0.0,0.00013662442608269968,0.000498237745299186,0.0004982377452991859,,,,1.902330583533605,5.632691335658999
22.0,BIOMASS,r_2111,0.8199603041412673,0.9271401027342814,0.806439900225597,0.9996210108443461,0.0,0.012864793409278387,103.27470706238721,104.27777104463554,207.55247810702275,0.007607228196244109,True,r_2115,1.3839725456506153,False,False,1.628202994883077,0.006675309114440251,0.006675309114440251,False,False,optimal,optimal,optimal,0.007607228196243952,0.007607228196244109,0.007607228196243952,1.6230545949655273,1.3823402880111904,1.3839725456506153,1.390613764929274,0.0,0.006675309114440252,0.0,0.0,0.00021845574788583182,0.006180841772629862,0.0,0.00012697369631641838,0.000494467341810389,0.000494467341810389,,,,1.9178863921945284,5.750965994359195
23.0,BIOMASS,r_2111,0.8296252198060453,0.9292374465828266,0.8365635163119151,0.9996164364587424,0.0,0.011835609936536115,103.27046351473192,104.04196900520346,207.31243251993538,0.007082760905810164,True,r_2115,1.370598490128353,False,False,1.6124688119157096,0.006688723962579817,0.006688723962579817,False,False,optimal,optimal,optimal,0.007082760905810365,0.007082760905810164,0.007082760905810365,1.6079150106676399,1.3705984901283528,1.370598490128353,1.3724318263351918,0.0,0.006688723962579815,0.0,0.0,0.00020339469131992383,0.006193262928314643,0.0,0.00011821971277008093,0.0004954610342651714,0.0004954610342651713,,,,1.9324616018349825,5.866035837504476
24.0,BIOMASS,r_2111,0.8374623266679798,0.931093526015761,0.8608356232782062,0.9996119395992986,0.0,0.010888761141613225,103.2664825052084,103.81274595139158,207.0792284566,0.006606506763664704,True,r_2115,1.3467471909782487,False,False,1.5844084599744104,0.006634411976413003,0.006634411976413003,False,False,optimal,optimal,optimal,0.00660650676366391,0.006606506763664704,0.00660650676366391,1.5803945972209246,1.3363875742988136,1.3363875742988138,1.3381269269124887,0.0,0.006634411976413004,0.0,0.0,0.00018971816524207102,0.006142974052234263,0.0,0.00011027046407475886,0.000491437924178741,0.000491437924178741,,,,1.9461350781569535,5.978167103929165
25.0,BIOMASS,r_2111,0.8438324071102465,0.9327414409065221,0.8804257363122041,0.9996075131487618,0.0,0.010017660250284168,103.26274290972607,103.58955623904764,206.8522991487737,0.006173604121369658,True,r_2115,1.336539690829815,False,False,1.5723996362703707,0.006634208850066516,0.006634208850066516,False,False,optimal,optimal,optimal,0.006173608981953769,0.006173604121369658,0.006173608981953769,1.5688765635810464,1.2591403040878855,1.2604648930870799,1.2747414884009098,0.0,0.006526732929936682,0.0,0.0001074759201298452,0.0001772865583486418,0.006142785972283821,0.0,9.541713561353018e-05,0.0004914228777827056,0.0004914228777827056,,,,1.9589793755592444,6.087604738145256
26.0,BIOMASS,r_2111,0.8490329752077416,0.9342088628826237,0.896297904118185,0.9996031503583294,0.0,0.009216247430261433,103.25922529393118,103.37189784515174,206.63112313908292,0.005779751663919968,True,r_2115,1.3271295066126376,False,False,1.5613288313089855,0.00662809831461947,0.00662809831461947,False,False,optimal,optimal,optimal,0.005779751663920156,0.005779751663919968,0.005779751663920156,1.5582522767370774,1.2227190801062258,1.2239591065923905,1.2342851881391494,0.0,0.006628098314619469,0.0,0.0,0.00016597635035575886,0.0061371280690921005,0.0,8.080875269978899e-05,0.000490970245527368,0.000490970245527368,,,,1.9710612447427285,6.19457410461159
27.0,BIOMASS,r_2111,0.8533029196966943,0.9355190721035281,0.9092251487138752,0.999598844838244,0.0,0.008478947635840518,103.25591177802757,103.15930887807787,206.41522065610542,0.005421132599549275,True,r_2115,1.3283550109913207,False,False,1.5627706011662597,0.006667583583956637,0.006667583583956637,False,False,optimal,optimal,optimal,0.005421136867702489,0.005421132599549275,0.005421136867702489,1.5601006199353622,1.2327061514021977,1.2338692924885666,1.239607302459297,0.0,0.006667583583956637,0.0,0.0,0.00015567793496815485,0.006173688503663551,0.0,6.750721169539144e-05,0.0004938950802930841,0.0004938950802930841,,,,1.9824420970072096,6.299282554162493
28.0,BIOMASS,r_2111,0.8568312389084572,0.9366917706292842,0.9198177685189303,0.9995945905466428,0.0,0.007800631824973278,103.25278591241177,102.9513643670346,206.20415027944637,0.005094350864541402,True,r_2115,1.318714174985083,False,False,1.5514284411589212,0.006646561766580076,0.006646561766580076,False,False,optimal,optimal,optimal,0.005094350864542316,0.005094350864541402,0.005094350864542316,1.549128938675492,1.1640549722338622,1.165148024674595,1.1742485100572548,0.0,0.006646561766580076,0.0,0.0,0.0001462937878813323,0.006154223857944514,0.0,5.53865491885614e-05,0.0004923379086355611,0.000492337908635561,,,,1.99317843140454,6.401920865122168
29.0,BIOMASS,r_2111,0.8597663749524581,0.9377437253708651,0.9285538093600663,0.9995903817772618,0.0,0.007176581278975414,103.24983256325729,102.74767331639113,205.99750587964843,0.004796377162235296,True,r_2115,1.3101846907386427,False,False,1.541393753810168,0.00662619260043865,0.00662619260043865,False,False,optimal,optimal,optimal,0.0047963809385047265,0.004796377162235296,0.0047963809385047265,1.5388420053748835,1.142762093122687,1.143791188655893,1.1555989471410573,0.0,0.006626192600438654,0.0,0.0,0.0001377369171909369,0.006135363518924678,0.0,4.4334405526131595e-05,0.0004908290815139743,0.0004908290815139742,,,,2.003322227719488,6.502664568943061
30.0,BIOMASS,r_2111,0.8622246390333419,0.9386892800123854,0.9358066369533633,0.9995862131453906,0.0,0.006602454776657381,103.24703780725214,102.54787595609626,205.7949137633484,0.004524503097663558,True,r_2115,1.3026360612423573,False,False,1.5325130132263027,0.00660685239821474,0.00660685239821474,False,False,optimal,optimal,optimal,0.004524506659882713,0.004524503097663558,0.004524506659882713,1.5301059060891076,1.1249626202332423,1.125933383325946,1.1401839598655725,0.0,0.0066068523982147215,0.0,0.0,0.00012992954628334377,0.006117455924272889,0.0,3.425032362070092e-05,0.0004893964739418312,0.0004893964739418312,,,,2.012921308012137,6.601675170712858
31.0,BIOMASS,r_2111,0.864297244857577,0.9395407654251389,0.941867971007901,0.9995820797588832,0.0,0.006074258394524791,103.24438883475742,102.35165010079393,205.59603893555135,0.004276302012998517,True,r_2115,1.2956283291207213,False,False,1.5242686224949664,0.006587105854226269,0.006587105854226269,False,False,optimal,optimal,optimal,0.004276305379804033,0.004276302012998517,0.004276305379804033,1.5219935622565042,1.0633897483830939,1.0678960699567381,1.0770353034916211,0.0,0.006210346318452201,0.0,0.0003767595357740705,0.00012280198915243684,0.006099172087246547,0.0,2.504429629800763e-05,0.0004879337669797237,0.00048793376697972357,,,,2.0220196692368972,6.699101270211507
32.0,BIOMASS,r_2111,0.8660559408521783,0.9403088308706274,0.9469663255855575,0.9995779797177425,0.0,0.0055883177229628074,103.2418738607131,102.15882760936094,205.40070147007404,0.004049595398188693,True,r_2115,1.2891116114900167,False,False,1.516601895870608,0.006567310409132083,0.006567310409132083,False,False,optimal,optimal,optimal,0.004049595398188532,0.004049595398188693,0.004049595398188532,1.5144474471332945,1.0429282545371945,1.0484295717071506,1.0574482292017637,0.0,0.006299048365646362,0.0,0.0002682620434857203,0.00011629168581837918,0.006080842971418594,0.0,1.663552043386634e-05,0.00048646743771348756,0.00048646743771348756,,,,2.030657789251995,6.795118932575816
33.0,BIOMASS,r_2111,0.8675574137251253,0.9410027129619069,0.9512814235665649,0.9995739092219457,0.0,0.005141252305125782,103.23948204267145,101.96915713315799,205.20863917582943,0.0038424239633245414,True,r_2115,1.2830412087919847,False,False,1.5094602456376291,0.00654771713413137,0.00654771713413137,False,False,optimal,optimal,optimal,0.003842423963325129,0.0038424239633245414,0.003842423963325129,1.5074160153770677,1.0458595243221351,1.0524832789331944,1.0536938536322964,0.0,0.006547717134131369,0.0,0.0,0.0001103423716166343,0.006062701050121638,0.0,8.951323999327076e-06,0.00048501608400973104,0.00048501608400973104,,,,2.0388729083482073,6.889869867588818
34.0,BIOMASS,r_2111,0.8688466905823194,0.9416304553922259,0.9549553160374824,0.9995698638446894,0.0,0.00472995212071572,103.23720340538777,101.78236720358659,205.01957060897436,0.003653022627384826,True,r_2115,1.2774705624443636,False,False,1.5029065440521925,0.006528976885271292,0.006528976885271292,False,False,optimal,optimal,optimal,0.0036530226273848707,0.003653022627384826,0.0036530226273848707,1.5009630782949797,1.0277052212258686,1.0353551859012322,1.0366569190672008,0.0,0.00652897688527129,0.0,0.0,2.6004217964889807e-05,0.006045348967843786,0.0,1.9262383677707003e-06,0.00048362791742750293,0.000483627917427503,,,,2.0466992882552963,6.983465504114234
35.0,BIOMASS,r_2111,0.8699597494001141,0.9421990894733353,0.9581009024389853,0.9995658394213928,0.0,0.004351555951058462,103.2350287714438,101.59820804158659,204.8332368130304,0.0034797988121483877,True,r_2115,1.272202960966292,False,False,1.4967093658426964,0.00651038452416658,0.00651038452416658,False,False,optimal,optimal,optimal,0.003479801551853286,0.0034797988121483877,0.003479801551853286,1.494858057892205,1.0113419789580105,1.0199305687187274,1.021186026267143,0.0,0.006510384524166582,0.0,0.0,0.0,0.0060281338186727595,0.0,0.0,0.00048225070549382074,0.0004822507054938207,,,,2.0541684504279343,7.076008371341135
36.0,BIOMASS,r_2111,0.8709255169635218,0.9427147832878487,0.960808442538888,0.9995618307183354,0.0,0.004003431474973786,103.2329496974213,101.416389685184,204.64933938260532,0.0033213135375543545,True,r_2115,1.267242914005603,False,False,1.49087401647718,0.006492201117639351,0.006492201117639351,False,False,optimal,optimal,optimal,0.0033213135375555055,0.0033213135375543545,0.0033213135375555055,1.4891070251969158,0.9977741897492631,1.0072216153899947,1.0084343478917117,0.0,0.006492201117639352,0.0,0.0,0.0,0.0060112973311475465,0.0,6.55233949527297e-06,0.0004809037864918037,0.0004809037864918036,,,,2.061309395268751,7.167586665224152
37.0,BIOMASS,r_2111,0.8717674001248124,0.943182965559581,0.9631505346607087,0.9995578335290844,0.0,0.003683156956975883,103.23095841518182,101.23667861498821,204.46763703017,0.0031762649014802063,True,r_2115,1.2625909411111842,False,False,1.4854011071896285,0.006474621306786101,0.006474621306786101,False,False,optimal,optimal,optimal,0.003176264901480635,0.0031762649014802063,0.003176264901480635,1.4837112840755904,0.9841939252968674,0.9944272521564914,0.9956010995017739,0.0,0.0064746213067861,0.0,0.0,0.0,0.005995019728505646,0.0,0.0,0.00047960157828045175,0.00047960157828045175,,,,2.0681488038135476,7.258284941525485
38.0,BIOMASS,r_2111,0.8725044608471278,0.9436084290453699,0.9651859292935285,0.9995538444848613,0.0,0.003388504400417812,103.2290477778439,101.05888668211458,204.28793445995848,0.003043473597063638,True,r_2115,1.2582201662225387,False,False,1.4802590190853397,0.006457662986805763,0.006457662986805763,False,False,optimal,optimal,optimal,0.0030434735970633394,0.003043473597063638,0.0030434735970633394,1.4786398430434131,0.97373689069959,0.9846895540399925,0.9857425935742008,0.0,0.006457662986805763,0.0,0.0,0.0,0.005979317580375706,0.0,0.0,0.00047834540643005647,0.0004783454064300564,,,,2.074711223281683,7.348183741973466
39.0,BIOMASS,r_2111,0.8731523213711829,0.9439954172504816,0.9669624602362283,0.999549860417233,0.0,0.0031174240483843865,103.2272112100823,100.88284075881077,204.11005196889306,0.0029218701778919343,True,r_2115,1.254106201855153,False,False,1.4754190610060625,0.006441327890563672,0.006441327890563672,False,False,optimal,optimal,optimal,0.002921870177893371,0.0029218701778919343,0.002921870177893371,1.4738645799045296,0.9615486022476396,0.9731601422231763,0.974265871200062,0.0,0.006441327890563672,0.0,0.0,0.0,0.005964192491262657,0.0,0.0,0.00047713539930101256,0.0004771353993010125,,,,2.081019237782442,7.4373571809094825
40.0,BIOMASS,r_2111,0.8737238648042603,0.9443476974942857,0.9685193068409047,0.9995458783456772,0.0,0.002868030124513636,103.22544266240314,100.70838153671781,203.93382419912095,0.0028104838280593905,True,r_2115,1.2502095975051497,False,False,1.4708348205942938,0.006425517419691637,0.006425517419691637,False,False,optimal,optimal,optimal,0.00281048382805955,0.0028104838280593905,0.00281048382805955,1.4693395987908247,0.9521833309828502,0.964398332839562,0.9654049961446929,0.0,0.006425517419691637,0.0,0.0,0.0,0.005949553166381146,0.0,0.0,0.00047596425331049156,0.0004759642533104915,,,,2.08709362536489,7.52587345950402
41.0,BIOMASS,r_2111,0.8742297799295823,0.944668622748613,0.9698887482176503,0.9995418954656772,0.0,0.0026385877145525447,103.22373656907712,100.53536242127004,203.75909899034716,0.0027084324324380504,True,r_2115,1.246397350709185,False,False,1.4663498243637472,0.006409633421266502,0.006409633421266502,False,False,optimal,optimal,optimal,0.0027084345648350806,0.0027084324324380504,0.0027084345648350806,1.46490889551521,0.9429081885246637,0.955676245115265,0.9566624891172595,0.0,0.006409633421266505,0.0,0.0,0.0,0.005934845760431948,0.0,0.0,0.0004747876608345558,0.0004747876608345557,,,,2.0929535025037427,7.613795338835477
42.0,BIOMASS,r_2111,0.8746789871100847,0.9449611841972851,0.9710975303656283,0.999537909137369,0.0,0.0024275006973883415,103.22208780943802,100.36364851454317,203.5857363239812,0.0026149137742449255,True,r_2115,1.2428123010612058,False,False,1.4621321188955363,0.006394481203883348,0.006394481203883348,False,False,optimal,optimal,optimal,0.002614915833010502,0.0026149137742449255,0.002614915833010502,1.4607409434507908,0.9344947952565977,0.947769530275686,0.948736965818111,0.0,0.0063944812038833464,0.0,0.0,0.0,0.005920815929521617,0.0,0.0,0.00047366527436172937,0.00047366527436172937,,,,2.0986164570263655,7.701180575122681
